rank,divisionRank,team,classification,conference,rating,wins,losses,ties,scheduleStrength
481,57,Denison,iii,North Coast,-17.762996,2,1,0,-32.679674
482,58,Ithaca,iii,Liberty League,-17.788716,2,1,0,-33.038728
483,59,Saint Vincent,iii,Presidents',-18.182981,1,0,0,-48.926509
484,60,LaGrange,iii,USA South,-18.205766,2,1,0,-26.845833
485,61,Alfred State,iii,Empire 8,-18.554629,3,0,0,-49.303941
486,62,Marietta,iii,Ohio,-18.665481,2,1,0,-27.524619
487,142,Fairmont State,ii,Mountain East,-18.832159,0,4,0,1.382328
488,143,Missouri S&T,ii,Great Lakes,-18.87165,0,3,0,3.783389
489,63,Wisconsin Oshkosh,iii,Wisconsin,-18.968603,2,1,0,-18.543513
490,64,Olivet,iii,Michigan,-19.047928,3,0,0,-36.797939
491,65,Augustana (IL),iii,CCIW,-19.105579,1,2,0,-25.978454
492,66,Wisconsin Stout,iii,Wisconsin,-19.133161,2,1,0,-19.091529
493,18,Reinhardt,unknown,Independent,-19.198482,0,1,0,11.551495
494,67,Alma,iii,Michigan,-19.369364,0,3,0,-5.187305
495,68,Brockport,iii,Empire 8,-19.385911,2,1,0,-34.635831
496,144,Barton,ii,Carolinas,-19.464594,1,3,0,-6.022801
497,19,Texas Wesleyan,unknown,Independent,-19.577425,0,2,0,11.976281
498,145,Thomas More,ii,Great Midwest Athletic,-19.663814,0,3,0,4.167022
499,69,Washington St. Louis,iii,North Coast,-19.905171,3,0,0,-37.713153
500,70,Cal Lutheran,iii,So. Cal.,-19.909762,1,1,0,-30.630063
501,20,Southern Oregon,unknown,Independent,-19.914122,0,1,0,10.835079
502,71,Wabash,iii,North Coast,-20.086237,3,0,0,-44.169582
503,72,Wartburg,iii,American Rivers,-20.546381,1,2,0,-16.963562
504,73,Christopher Newport,iii,New Jersey,-20.595109,2,0,0,-51.232325
505,74,Illinois Wesleyan,iii,CCIW,-20.789104,3,0,0,-32.87246
506,75,Hamilton,iii,NESCAC,-20.871873,0,1,0,-4.122446
507,146,Southwest Baptist,ii,Great Lakes,-21.004251,1,3,0,-17.988945
508,76,Johns Hopkins,iii,Centennial,-21.255586,1,2,0,-12.338931
509,77,Shenandoah,iii,Old Dominion,-21.327881,2,1,0,-38.244392
510,21,Roanoke College,unknown,Independent,-21.813748,1,0,0,-38.560656
511,78,DePauw,iii,North Coast,-21.969942,2,1,0,-31.553287
512,147,Northern Michigan,ii,GLIAC,-22.012666,0,4,0,7.25752
513,148,Post,ii,Northeast 10,-22.286213,0,3,0,3.021641
514,149,Quincy,ii,Great Lakes,-22.40538,1,2,0,-13.822723
515,150,Eastern New Mexico,ii,Lone Star,-22.471093,0,3,0,-3.221749
516,79,North Carolina Wesleyan,iii,USA South,-22.638104,2,1,0,-35.296713
517,151,Sul Ross State,ii,Lone Star,-22.66054,1,2,0,-16.113261
518,152,Southwest Minnesota State,ii,Northern Sun,-22.968633,1,3,0,-1.594858
519,80,Stevenson,iii,Mid Atlantic,-23.241365,2,1,0,-30.507751
520,81,Lewis & Clark,iii,Northwest,-23.385165,2,0,0,-47.135177
521,82,St. John Fisher,iii,Empire 8,-23.440627,3,0,0,-42.523972
522,83,Washington & Jefferson,iii,Presidents',-24.177096,1,1,0,-30.677667
523,22,Langston,unknown,Independent,-24.400447,1,0,0,-32.150471
524,153,Lane College,ii,SIAC,-25.018213,0,4,0,1.340192
525,154,Bluefield State,ii,CIAA,-25.041889,0,4,0,-4.167819
526,23,BLUEFIELD,unknown,Independent,-25.084949,1,2,0,-21.086283
527,24,Monroe,unknown,Independent,-25.2776,0,2,0,-1.527614
528,84,Hiram,iii,Presidents',-25.495098,2,0,0,-46.745112
529,25,Schreiner,unknown,Independent,-25.987236,2,1,0,-23.952325
530,85,Rochester (NY),iii,Liberty League,-26.035264,1,2,0,-22.24211
531,26,Dakota State University,unknown,Independent,-26.176597,0,1,0,-10.431326
532,27,Webber International,unknown,Independent,-26.184101,0,1,0,4.557722
533,86,Ursinus,iii,Centennial,-26.331048,3,0,0,-44.747905
534,155,Jamestown,ii,Northern Sun,-26.629821,0,4,0,1.332107
535,87,Southwestern U,iii,Southern Athletic,-27.179873,0,3,0,-17.096551
536,88,Carnegie Mellon,iii,Presidents',-27.205324,1,2,0,-21.955837
537,89,Franklin,iii,Heartland,-27.384515,1,2,0,-8.447521
538,90,Rose Hulman,iii,Heartland,-28.300419,2,1,0,-37.883764
539,28,Valley City State,unknown,Independent,-28.709529,0,1,0,-22.968633
540,91,Concordia (WI),iii,NACC,-28.720944,3,0,0,-49.137622
541,29,Lawrence Tech,unknown,Independent,-28.888168,0,1,0,1.861809
542,92,Alfred,iii,Empire 8,-28.93409,1,2,0,-25.684102
543,93,Hartwick,iii,Empire 8,-29.039479,1,2,0,-18.788841
544,94,Merchant Marine,iii,NEWMAC,-29.170367,2,0,0,-55.003562
545,95,North Park,iii,CCIW,-29.193222,0,3,0,-15.44312
546,96,Centre,iii,Southern Athletic,-29.332645,0,2,0,-17.08266
547,30,Kentucky Christian,unknown,Independent,-29.496902,1,2,0,-17.293476
548,156,Saint Anselm,ii,Northeast 10,-29.967947,0,3,0,0.97546
549,97,Carroll (WI),iii,CCIW,-29.970548,2,1,0,-43.887226
550,98,Springfield,iii,NEWMAC,-30.828214,2,1,0,-38.078632
551,99,Allegheny,iii,Presidents',-31.033278,3,0,0,-54.116239
552,157,Western New Mexico,ii,Lone Star,-31.401968,1,3,0,-14.49972
553,158,Lincoln (MO),ii,Great Lakes,-32.150471,1,2,0,-32.567897
554,31,Phoenix,unknown,Independent,-32.815943,0,1,0,-12.06065
555,100,Kean,iii,New Jersey,-32.879294,1,1,0,-45.37877
556,101,Capital,iii,Ohio,-32.925827,2,1,0,-42.509128
557,102,Delaware Valley,iii,Mid Atlantic,-33.076898,2,1,0,-34.327247
558,103,Aurora,iii,NACC,-33.833044,0,3,0,-12.083357
559,104,Hamline,iii,Minnesota,-34.081115,1,1,0,-26.09006
560,105,La Verne,iii,So. Cal.,-34.172936,2,0,0,-64.422626
561,106,Wilkes,iii,Landmark Conference,-34.316389,2,1,0,-39.604685
562,107,Otterbein,iii,Ohio,-34.534577,1,2,0,-21.950888
563,108,Wisconsin Stevens Point,iii,Wisconsin,-34.650281,2,1,0,-37.183989
564,109,SUNY Morrisville,iii,Empire 8,-34.852891,1,2,0,-24.783959
565,110,Washington and Lee,iii,Old Dominion,-34.911707,2,1,0,-29.428117
566,111,Dubuque,iii,American Rivers,-35.477782,0,2,0,-11.72823
567,112,Lebanon Valley,iii,Mid Atlantic,-36.053348,0,3,0,-15.636987
568,113,Averett,iii,Old Dominion,-36.585508,2,1,0,-44.501608
569,32,Eastern Oregon,unknown,Independent,-36.609912,1,0,0,-67.364265
570,114,Gettysburg,iii,Centennial,-36.729302,2,1,0,-43.979122
571,115,Southern Virginia,iii,USA South,-36.827069,1,2,0,-32.243948
572,116,Westminster (PA),iii,Presidents',-37.275793,0,2,0,-15.526911
573,117,Howard Payne,iii,American Southwest,-37.28044,1,0,0,-68.032851
574,118,Rensselaer,iii,Liberty League,-37.677824,1,2,0,-28.76167
575,119,Carthage,iii,CCIW,-37.680794,1,1,0,-28.181395
576,33,Point University,unknown,Independent,-37.728054,0,2,0,-8.256047
577,120,Bridgewater,iii,Old Dominion,-37.743402,0,2,0,-12.993417
578,121,Salve Regina,iii,NEWMAC,-37.8336,3,0,0,-53.771354
579,122,Simpson (IA),iii,American Rivers,-38.013098,1,1,0,-38.013113
580,123,Muskingum,iii,Ohio,-38.539018,0,2,0,-7.789033
581,124,Greensboro,iii,USA South,-38.560656,1,2,0,-35.881193
582,125,Trine,iii,Michigan,-39.072035,2,1,0,-50.552965
583,126,Maryville (TN),iii,USA South,-39.197142,0,3,0,-12.780488
584,127,Catholic,iii,Landmark Conference,-39.258269,0,3,0,-28.84143
585,128,Hampden Sydney,iii,Old Dominion,-39.298558,2,1,0,-41.881904
586,159,Kentucky Wesleyan,ii,Great Midwest Athletic,-39.424475,0,3,0,-13.674931
587,129,Millikin,iii,CCIW,-39.536637,1,2,0,-30.286753
588,130,Concordia (MN),iii,Minnesota,-39.823982,2,0,0,-70.573994
589,131,Kenyon,iii,North Coast,-39.987774,1,2,0,-36.737506
590,34,Saint Xavier,unknown,Independent,-40.059965,0,1,0,-9.309983
591,132,Carleton,iii,Minnesota,-40.06003,1,1,0,-27.561253
592,133,Austin,iii,Southern Collegiate Athletic,-40.16605,1,2,0,-29.857806
593,134,Huntingdon,iii,USA South,-40.269342,1,2,0,-23.571568
594,135,Albion,iii,Michigan,-40.439767,0,3,0,-19.023272
595,136,Albright,iii,Mid Atlantic,-40.597345,2,1,0,-54.180843
596,137,MIT,iii,NEWMAC,-40.688195,2,0,0,-71.438565
597,138,Gustavus Adolphus,iii,Minnesota,-40.732679,1,1,0,-38.86399
598,139,Coe,iii,American Rivers,-40.91594,1,2,0,-32.999285
599,140,Bridgewater State,iii,MSCAC,-41.030933,3,0,0,-64.44729
600,141,Wittenberg,iii,North Coast,-41.383921,0,3,0,-24.967705
601,142,Manchester,iii,Heartland,-41.663959,1,2,0,-32.587573
602,143,Augsburg,iii,Minnesota,-43.144852,1,1,0,-54.571183
603,144,Lycoming,iii,Landmark Conference,-43.174725,1,2,0,-38.16516
604,145,Lake Forest,iii,Midwest,-43.683127,3,0,0,-74.433139
605,146,Montclair State,iii,New Jersey,-44.254807,1,1,0,-36.172546
606,160,Adams State,ii,Rocky Mountain,-45.175883,0,4,0,-17.453525
607,35,Marian (IN),unknown,Independent,-45.202472,0,1,0,-14.452502
608,147,Monmouth (IL),iii,Midwest,-45.313982,1,2,0,-44.731469
609,148,Moravian,iii,Landmark Conference,-45.320547,0,3,0,-18.962527
610,149,Pomona Pitzer,iii,So. Cal.,-45.372922,1,1,0,-44.153788
611,150,King's,iii,Mid Atlantic,-45.45371,0,3,0,-36.370388
612,151,Hendrix,iii,Southern Athletic,-45.736072,1,1,0,-47.236087
613,152,Macalester,iii,Minnesota,-45.812523,1,1,0,-50.813609
614,153,Wooster,iii,North Coast,-45.838491,1,2,0,-36.922133
615,154,Thiel,iii,Presidents',-45.908563,0,3,0,-15.15832
616,155,Western New England,iii,Commonwealth Coast,-46.054927,1,2,0,-40.138606
617,156,St. Lawrence,iii,Liberty League,-46.110672,1,2,0,-33.730334
618,157,Ohio Wesleyan,iii,North Coast,-46.454272,1,2,0,-36.204628
619,158,Geneva,iii,Presidents',-46.658111,1,1,0,-36.158943
620,159,Juniata,iii,Landmark Conference,-46.81439,1,2,0,-38.231068
621,160,Framingham State,iii,MSCAC,-46.923189,2,0,0,-56.673012
622,161,McDaniel,iii,Centennial,-46.930625,1,2,0,-32.081262
623,162,Lakeland,iii,NACC,-47.87628,2,1,0,-53.022966
624,163,Norwich,iii,NEWMAC,-48.816286,1,1,0,-48.315507
625,164,Puget Sound,iii,Northwest,-48.897431,0,2,0,-21.647464
626,165,Hilbert,iii,Empire 8,-48.926509,0,3,0,-18.175442
627,166,UMass Dartmouth,iii,MSCAC,-49.488357,1,2,0,-54.426176
628,167,Wisconsin Lutheran,iii,NACC,-49.493557,2,1,0,-58.127
629,168,Rhodes,iii,Southern Athletic,-49.785596,0,2,0,-30.03561
630,169,Western Connecticut State,iii,Landmark Conference,-50.211269,1,2,0,-41.03173
631,170,Vermont State Castleton,iii,New Jersey,-50.520342,2,1,0,-65.116548
632,36,Central Methodist,unknown,Independent,-50.897862,0,1,0,-32.150471
633,171,Benedictine (IL),iii,NACC,-50.925475,2,0,0,-68.67549
634,172,Widener,iii,Mid Atlantic,-50.990005,2,1,0,-51.212501
635,173,St. Norbert,iii,NACC,-51.144138,1,2,0,-40.89458
636,174,Kalamazoo,iii,Michigan,-51.241582,1,2,0,-42.65875
637,175,Concordia Chicago,iii,NACC,-51.481615,3,0,0,-81.739635
638,176,Alvernia,iii,Mid Atlantic,-51.553411,1,2,0,-50.303422
639,177,Worcester State,iii,MSCAC,-51.754003,1,2,0,-57.170682
640,37,William Woods,unknown,Independent,-51.754222,0,1,0,-21.004251
641,178,Oberlin,iii,North Coast,-51.826266,0,3,0,-21.114777
642,179,Ripon,iii,Midwest,-52.012635,1,2,0,-50.42941
643,180,Apprentice School,iii,Independent DIII,-52.25338,0,2,0,-21.616607
644,181,Wilmington (OH),iii,Ohio,-53.015631,1,2,0,-37.766298
645,182,Buffalo State,iii,Liberty League,-53.076752,0,3,0,-22.326673
646,183,Westminster (MO),iii,Upper Midwest,-53.219695,1,1,0,-63.719709
647,184,Mass Maritime,iii,MSCAC,-53.691561,2,0,0,-84.617913
648,38,Simpson (CA),unknown,Independent,-53.922729,1,0,0,-84.672753
649,185,Millsaps,iii,Southern Athletic,-54.202832,2,1,0,-66.495707
650,186,Keystone,iii,Independent DIII,-54.466552,1,2,0,-37.519192
651,187,FDU Florham,iii,Mid Atlantic,-55.425981,0,3,0,-38.342659
652,188,Loras,iii,American Rivers,-55.606241,2,1,0,-69.888158
653,189,Waynesburg,iii,Presidents',-55.846271,0,3,0,-30.096718
654,190,SUNY Maritime,iii,NEWMAC,-55.904648,2,1,0,-48.307008
655,191,Coast Guard,iii,NEWMAC,-56.177636,2,1,0,-62.095178
656,192,East Texas Baptist,iii,American Southwest,-56.386409,2,1,0,-75.709206
657,193,The College of New Jersey,iii,New Jersey,-56.495543,0,2,0,-38.745557
658,194,Crown,iii,Upper Midwest,-56.920647,1,2,0,-44.5538
659,195,Chicago,iii,Midwest,-57.358293,1,1,0,-54.2058
660,196,George Fox,iii,Northwest,-59.392203,2,0,0,-84.142215
661,197,Methodist,iii,USA South,-59.642254,0,2,0,-41.036382
662,198,Anderson (IN),iii,Heartland,-59.688056,1,2,0,-52.104837
663,199,WPI,iii,NEWMAC,-60.010316,2,1,0,-53.926994
664,200,New England,iii,Commonwealth Coast,-60.245492,0,3,0,-51.828837
665,201,Curry,iii,Commonwealth Coast,-60.287727,1,2,0,-51.037739
666,202,Guilford,iii,Old Dominion,-60.744883,1,1,0,-49.101455
667,203,Central College,iii,American Rivers,-60.784772,2,1,0,-65.123233
668,204,Martin Luther,iii,Upper Midwest,-61.567188,0,3,0,-43.818038
669,39,Madonna,unknown,Independent,-61.761474,1,0,0,-73.511498
670,205,Westfield State,iii,MSCAC,-63.501673,1,2,0,-59.251806
671,206,Luther,iii,Midwest,-63.832038,2,1,0,-74.082331
672,207,Husson,iii,Commonwealth Coast,-63.857667,0,3,0,-45.920573
673,208,Azusa Pacific,iii,So. Cal.,-63.922841,1,1,0,-59.422844
674,209,Willamette,iii,Northwest,-64.922411,1,2,0,-49.192903
675,210,Nichols,iii,Commonwealth Coast,-65.752316,0,3,0,-42.012066
676,211,William Paterson,iii,New Jersey,-65.770778,0,2,0,-44.022434
677,212,Illinois College,iii,Midwest,-67.098784,2,1,0,-80.01648
678,213,Whitworth,iii,Northwest,-67.364265,1,1,0,-62.867548
679,214,Belhaven,iii,USA South,-67.706444,1,2,0,-57.124671
680,215,Pacific (OR),iii,Northwest,-68.032851,0,3,0,-45.617711
681,216,Nebraska Wesleyan,iii,American Rivers,-69.339565,0,2,0,-48.591138
682,217,Plymouth State,iii,MSCAC,-69.552469,1,2,0,-56.636583
683,218,St. Olaf,iii,Minnesota,-71.808422,0,2,0,-47.715111
684,219,Greenville,iii,Upper Midwest,-71.894548,1,2,0,-54.978658
685,220,Elmhurst,iii,CCIW,-72.03103,1,2,0,-61.448549
686,221,Knox,iii,Midwest,-73.073729,1,2,0,-60.490407
687,222,Lyon,iii,Southern Collegiate Athletic,-73.376569,1,2,0,-65.12658
688,223,Bluffton,iii,Heartland,-73.511498,0,3,0,-49.095927
689,224,Gallaudet,iii,Southern Collegiate Athletic,-74.039651,0,3,0,-45.623637
690,225,Cornell (IA),iii,Midwest,-74.349467,1,2,0,-58.099479
691,226,St. Scholastica,iii,Minnesota,-74.492084,0,2,0,-46.319204
692,40,New England College,unknown,Independent,-77.124813,1,2,0,-62.920801
693,227,Grinnell,iii,Midwest,-78.331138,1,2,0,-59.748619
694,228,Fitchburg State,iii,MSCAC,-78.521738,1,2,0,-70.939104
695,229,Claremont Mudd Scripps,iii,So. Cal.,-79.159244,1,1,0,-73.161389
696,230,Minnesota Morris,iii,Upper Midwest,-79.611449,1,1,0,-66.613177
697,231,Buena Vista,iii,American Rivers,-81.744739,1,2,0,-75.059589
698,232,Maine Maritime,iii,Commonwealth Coast,-83.031684,0,2,0,-52.105952
699,41,Mount Mercy,unknown,Independent,-84.081115,0,1,0,-78.331138
700,233,Whittier,iii,So. Cal.,-84.672753,1,2,0,-77.7561
701,234,Eureka,iii,NACC,-85.77546,0,3,0,-59.145854
702,235,Centenary (LA),iii,Southern Collegiate Athletic,-86.044606,0,2,0,-55.29462
703,236,Dean,iii,MSCAC,-86.204143,0,3,0,-65.238324
704,237,Northwestern (MN),iii,Upper Midwest,-86.930575,0,3,0,-65.183419
705,238,Rockford,iii,NACC,-87.276317,0,3,0,-70.527053
706,239,Beloit,iii,Midwest,-88.068515,1,2,0,-75.152607
707,240,Redlands,iii,So. Cal.,-89.125185,0,2,0,-63.378234
708,241,Lawrence,iii,Midwest,-94.641842,0,3,0,-70.891853
709,42,Cetys University,unknown,Independent,-115.422729,0,1,0,-84.672753
