"Id","Season","Week","SeasonType","StartDate","Completed","HomeTeam","HomePoints","AwayTeam","AwayClassification","AwayPoints"
"401774398","2025","3","regular","2025-09-13T16:00:00.000Z","false","Bluffton","","Albion","iii",""
"401774321","2025","3","regular","2025-09-13T16:00:00.000Z","false","College Of New Jersey","","Wilkes","iii",""
"401774300","2025","3","regular","2025-09-13T16:00:00.000Z","false","Springfield","","Husson","iii",""
"401774168","2025","3","regular","2025-09-13T16:00:00.000Z","false","Carnegie Mellon","","Wisconsin-Lacrosse","iii",""
"401774159","2025","3","regular","2025-09-13T16:00:00.000Z","false","Kenyon","","Wisconsin-Eau Claire","iii",""
"401774131","2025","3","regular","2025-09-13T16:00:00.000Z","false","Castleton","","Norwich","iii",""
"401774099","2025","3","regular","2025-09-13T16:00:00.000Z","false","Brockport","","Hobart College","iii",""
"401774092","2025","3","regular","2025-09-13T16:00:00.000Z","false","Susquehanna","","Bridgewater (VA)","iii",""
"401774073","2025","3","regular","2025-09-13T16:00:00.000Z","false","Johns Hopkins University","","John Carroll University","iii",""
"401774052","2025","3","regular","2025-09-13T16:00:00.000Z","false","SUNY Morrisville","","University of Rochester (NY)","iii",""
"401774045","2025","3","regular","2025-09-13T16:00:00.000Z","false","Cortland","","Union (NY)","iii",""
"401774037","2025","3","regular","2025-09-13T16:00:00.000Z","false","St John Fisher University","","St. Lawrence","iii",""
"401773810","2025","3","regular","2025-09-13T16:00:00.000Z","false","PennWest California","","West Chester","ii",""
"401773800","2025","3","regular","2025-09-13T16:00:00.000Z","false","Seton Hill","","Bloomsburg","ii",""
"401773686","2025","3","regular","2025-09-13T16:00:00.000Z","false","Millersville","","Glenville State","ii",""
"401773296","2025","3","regular","2025-09-13T16:00:00.000Z","false","Alfred University","","Ithaca College","iii",""
"401773287","2025","3","regular","2025-09-13T16:00:00.000Z","false","Dean College","","Mass Maritime","iii",""
"401773277","2025","3","regular","2025-09-13T16:00:00.000Z","false","Anna Maria College","","Framingham State","iii",""
"401773267","2025","3","regular","2025-09-13T16:00:00.000Z","false","Hilbert College","","Alfred State","iii",""
"401773233","2025","3","regular","2025-09-13T16:00:00.000Z","false","Findlay","","Wayne State (MI)","ii",""
"401752696","2025","3","regular","2025-09-13T16:00:00.000Z","false","Alabama","","Wisconsin","fbs",""
"401767733","2025","3","regular","2025-09-13T16:00:00.000Z","false","Duquesne","","Lehigh","fcs",""
"401767742","2025","3","regular","2025-09-13T16:00:00.000Z","false","Central Connecticut","","St. Francis (PA)","fcs",""
"401767659","2025","3","regular","2025-09-13T16:00:00.000Z","false","Long Island University","","Sacred Heart","fcs",""
"401786484","2025","3","regular","2025-09-13T16:00:00.000Z","false","Plymouth State","","Worcester St","iii",""
"401783338","2025","3","regular","2025-09-13T16:00:00.000Z","false","Eastern University","","Reading","iii",""
"401778014","2025","3","regular","2025-09-13T16:00:00.000Z","false","Salve Regina","","Western New England","iii",""
"401762817","2025","3","regular","2025-09-13T16:00:00.000Z","false","Kent State","","Buffalo","fbs",""
"401756891","2025","3","regular","2025-09-13T16:00:00.000Z","false","Baylor","","Samford","fcs",""
"401754619","2025","3","regular","2025-09-13T16:00:00.000Z","false","Virginia","","William & Mary","fcs",""
"401752838","2025","3","regular","2025-09-13T16:00:00.000Z","false","Maryland","","Towson","fcs",""
"401752828","2025","3","regular","2025-09-13T16:00:00.000Z","false","Nebraska","","Houston Christian","fcs",""
"401752703","2025","3","regular","2025-09-13T16:00:00.000Z","false","Temple","","Oklahoma","fbs",""
"401752831","2025","3","regular","2025-09-13T16:00:00.000Z","false","Northwestern","","Oregon","fbs",""
"401754623","2025","3","regular","2025-09-13T16:00:00.000Z","false","Georgia Tech","","Clemson","fbs",""
"401761608","2025","3","regular","2025-09-13T16:00:00.000Z","false","Troy","","Memphis","fbs",""
"401752839","2025","3","regular","2025-09-13T16:00:00.000Z","false","Michigan","","Central Michigan","fbs",""
"401752697","2025","3","regular","2025-09-13T16:45:00.000Z","false","Auburn","","South Alabama","fbs",""
"401767627","2025","3","regular","2025-09-13T17:00:00.000Z","false","Wagner","","Marist","fcs",""
"401766659","2025","3","regular","2025-09-13T17:00:00.000Z","false","Trinity (CT)","","Colby College","iii",""
"401766661","2025","3","regular","2025-09-13T17:00:00.000Z","false","Wesleyan University (CT)","","Middlebury","iii",""
"401766662","2025","3","regular","2025-09-13T17:00:00.000Z","false","Bates","","Amherst","iii",""
"401773088","2025","3","regular","2025-09-13T17:00:00.000Z","false","Elizabeth City State","","Johnson C Smith","ii",""
"401773130","2025","3","regular","2025-09-13T17:00:00.000Z","false","UNC Pembroke","","Delta State","ii",""
"401773243","2025","3","regular","2025-09-13T17:00:00.000Z","false","Hillsdale","","Michigan Tech","ii",""
"401773445","2025","3","regular","2025-09-13T17:00:00.000Z","false","Truman State","","Davenport","ii",""
"401773725","2025","3","regular","2025-09-13T17:00:00.000Z","false","Post University","","Southern Connecticut State","ii",""
"401773819","2025","3","regular","2025-09-13T17:00:00.000Z","false","Clarion","","Shippensburg","ii",""
"401773828","2025","3","regular","2025-09-13T17:00:00.000Z","false","Edinboro University","","Kutztown University","ii",""
"401773834","2025","3","regular","2025-09-13T17:00:00.000Z","false","Gannon","","East Stroudsburg University","ii",""
"401773936","2025","3","regular","2025-09-13T17:00:00.000Z","false","Mars Hill","","Carson-Newman College","ii",""
"401773987","2025","3","regular","2025-09-13T17:00:00.000Z","false","Central State (OH)","","Benedict College","ii",""
"401774063","2025","3","regular","2025-09-13T17:00:00.000Z","false","Franklin & Marshall","","Westminster (PA)","iii",""
"401774082","2025","3","regular","2025-09-13T17:00:00.000Z","false","Juniata College","","Allegheny","iii",""
"401774287","2025","3","regular","2025-09-13T17:00:00.000Z","false","Gettysburg","","Christopher Newport","iii",""
"401774314","2025","3","regular","2025-09-13T17:00:00.000Z","false","Ursinus","","Kean","iii",""
"401774422","2025","3","regular","2025-09-13T17:00:00.000Z","false","Manchester","","Concordia University Chicago","iii",""
"401774429","2025","3","regular","2025-09-13T17:00:00.000Z","false","Mount St. Joseph","","Aurora","iii",""
"401776775","2025","3","regular","2025-09-13T17:00:00.000Z","false","Adrian","","Thiel","iii",""
"401776794","2025","3","regular","2025-09-13T17:00:00.000Z","false","Calvin University","","Concordia-Wisconsin","iii",""
"401776802","2025","3","regular","2025-09-13T17:00:00.000Z","false","Kalamazoo","","Bethany (WV)","iii",""
"401776806","2025","3","regular","2025-09-13T17:00:00.000Z","false","Olivet College","","Madonna University (Mich.)","",""
"401776977","2025","3","regular","2025-09-13T17:00:00.000Z","false","Biddeford","","Worcester Polytechnic Institute","iii",""
"401776984","2025","3","regular","2025-09-13T17:00:00.000Z","false","Lebanon Valley","","FDU-Florham","iii",""
"401777103","2025","3","regular","2025-09-13T17:00:00.000Z","false","Wooster","","Saint Vincent","iii",""
"401777109","2025","3","regular","2025-09-13T17:00:00.000Z","false","Wabash College","","Case Western Reserve","iii",""
"401777135","2025","3","regular","2025-09-13T17:00:00.000Z","false","Wittenberg","","Washington and Lee","iii",""
"401777206","2025","3","regular","2025-09-13T17:00:00.000Z","false","Grove City College","","University of Mount Union","iii",""
"401777228","2025","3","regular","2025-09-13T17:00:00.000Z","false","Hampden-Sydney","","Washington & Jefferson","iii",""
"401777620","2025","3","regular","2025-09-13T17:00:00.000Z","false","Dickinson (PA)","","Waynesburg","iii",""
"401777775","2025","3","regular","2025-09-13T17:00:00.000Z","false","Nichols College","","Merchant Marine Academy","iii",""
"401778001","2025","3","regular","2025-09-13T17:00:00.000Z","false","Coast Guard","","Curry College","iii",""
"401783304","2025","3","regular","2025-09-13T17:00:00.000Z","false","Montclair State","","Lycoming","iii",""
"401783308","2025","3","regular","2025-09-13T17:00:00.000Z","false","Rowan","","Moravian","iii",""
"401783344","2025","3","regular","2025-09-13T17:00:00.000Z","false","Delaware Valley","","Kings College (PA)","iii",""
"401783356","2025","3","regular","2025-09-13T17:00:00.000Z","false","Stevenson","","Widener","iii",""
"401804601","2025","3","regular","2025-09-13T17:00:00.000Z","false","SUNY Maritime","","Anderson (IN)","iii",""
"401767232","2025","3","regular","2025-09-13T17:00:00.000Z","false","Tennessee Tech","","Davidson","fcs",""
"401767720","2025","3","regular","2025-09-13T17:00:00.000Z","false","Georgetown","","Lafayette","fcs",""
"401767351","2025","3","regular","2025-09-13T17:00:00.000Z","false","Howard","","Morehouse College","ii",""
"401767648","2025","3","regular","2025-09-13T17:00:00.000Z","false","Northern Michigan","","St. Thomas (MN)","fcs",""
"401769892","2025","3","regular","2025-09-13T17:30:00.000Z","false","Hanover College","","Butler","fcs",""
"401774408","2025","3","regular","2025-09-13T17:30:00.000Z","false","Franklin","","Hope College","iii",""
"401777175","2025","3","regular","2025-09-13T17:30:00.000Z","false","Baldwin Wallace","","Wilmington (OH)","iii",""
"401777183","2025","3","regular","2025-09-13T17:30:00.000Z","false","Capital","","Catholic","iii",""
"401766660","2025","3","regular","2025-09-13T17:30:00.000Z","false","Hamilton","","Williams","iii",""
"401766653","2025","3","regular","2025-09-13T18:00:00.000Z","false","Monmouth (IL)","","Lawrence University","iii",""
"401773646","2025","3","regular","2025-09-13T18:00:00.000Z","false","Colorado School Of Mines","","Washburn","ii",""
"401773525","2025","3","regular","2025-09-13T18:00:00.000Z","false","West Alabama","","University Of Charleston (WV)","ii",""
"401773440","2025","3","regular","2025-09-13T18:00:00.000Z","false","Roosevelt","","Southwest Baptist","ii",""
"401773207","2025","3","regular","2025-09-13T18:00:00.000Z","false","Wisconsin-Stout","","Wartburg","iii",""
"401773205","2025","3","regular","2025-09-13T18:00:00.000Z","false","Crown College","","Simpson College (IA)","iii",""
"401773191","2025","3","regular","2025-09-13T18:00:00.000Z","false","Nebraska Wesleyan","","Mayville State","",""
"401773186","2025","3","regular","2025-09-13T18:00:00.000Z","false","Martin Luther","","Luther","iii",""
"401773166","2025","3","regular","2025-09-13T18:00:00.000Z","false","Indianapolis","","Ashland","ii",""
"401773156","2025","3","regular","2025-09-13T18:00:00.000Z","false","Buena Vista","","Wisconsin-Lutheran","iii",""
"401773073","2025","3","regular","2025-09-13T18:00:00.000Z","false","Edward Waters","","Virginia Union","ii",""
"401773045","2025","3","regular","2025-09-13T18:00:00.000Z","false","Wisconsin-River Falls","","Coe College","iii",""
"401773036","2025","3","regular","2025-09-13T18:00:00.000Z","false","Central College","","Randolph-Macon","iii",""
"401766657","2025","3","regular","2025-09-13T18:00:00.000Z","false","Illinois College","","Lake Forest College","iii",""
"401767120","2025","3","regular","2025-09-13T18:00:00.000Z","false","South Dakota","","Northern Colorado","fcs",""
"401766656","2025","3","regular","2025-09-13T18:00:00.000Z","false","Knox College","","Ripon","iii",""
"401766655","2025","3","regular","2025-09-13T18:00:00.000Z","false","Grinnell","","Beloit","iii",""
"401766654","2025","3","regular","2025-09-13T18:00:00.000Z","false","Cornell College (IA)","","Chicago","iii",""
"401777768","2025","3","regular","2025-09-13T18:00:00.000Z","false","New England College","","MIT","iii",""
"401777732","2025","3","regular","2025-09-13T18:00:00.000Z","false","McDaniel College","","Salisbury","iii",""
"401777040","2025","3","regular","2025-09-13T18:00:00.000Z","false","Elmhurst","","Rockford","iii",""
"401777034","2025","3","regular","2025-09-13T18:00:00.000Z","false","Lakeland","","Greenville","iii",""
"401776750","2025","3","regular","2025-09-13T18:00:00.000Z","false","Saint John's (MN)","","Minnesota Morris","iii",""
"401774450","2025","3","regular","2025-09-13T18:00:00.000Z","false","Huntingdon College (AL)","","Hendrix College","iii",""
"401774246","2025","3","regular","2025-09-13T18:00:00.000Z","false","Sewanee","","Brevard College","iii",""
"401774236","2025","3","regular","2025-09-13T18:00:00.000Z","false","Ohio Wesleyan","","Maryville College (TN)","iii",""
"401774189","2025","3","regular","2025-09-13T18:00:00.000Z","false","Wisconsin-Stevens Pt","","St. Norbert","iii",""
"401774176","2025","3","regular","2025-09-13T18:00:00.000Z","false","North Central College","","Wisconsin-Oshkosh","iii",""
"401773917","2025","3","regular","2025-09-13T18:00:00.000Z","false","Anderson (Sc)","","Greeneville","ii",""
"401773793","2025","3","regular","2025-09-13T18:00:00.000Z","false","Jamestown College","","Southwest Minnesota State","ii",""
"401773743","2025","3","regular","2025-09-13T18:00:00.000Z","false","Minnesota State Moorhead","","Winona State","ii",""
"401773733","2025","3","regular","2025-09-13T18:00:00.000Z","false","Bemidji State","","Sioux Falls","ii",""
"401762818","2025","3","regular","2025-09-13T18:00:00.000Z","false","Ball State","","New Hampshire","fcs",""
"401767318","2025","3","regular","2025-09-13T18:00:00.000Z","false","Holy Cross","","Rhode Island","fcs",""
"401767150","2025","3","regular","2025-09-13T18:30:00.000Z","false","Western Carolina","","Elon","fcs",""
"401773565","2025","3","regular","2025-09-13T18:30:00.000Z","false","Northwest Missouri St","","Texas A&M-Kingsville","ii",""
"401783914","2025","3","regular","2025-09-13T18:30:00.000Z","false","Bridgewater State","","Westfield State","iii",""
"401773393","2025","3","regular","2025-09-13T19:00:00.000Z","false","Southern Nazarene","","Southern Arkansas","ii",""
"401766658","2025","3","regular","2025-09-13T19:00:00.000Z","false","Bowdoin","","Tufts","iii",""
"401767421","2025","3","regular","2025-09-13T19:00:00.000Z","false","Jackson State","","Tuskegee","ii",""
"401767173","2025","3","regular","2025-09-13T19:00:00.000Z","false","Eastern Illinois","","Illinois State","fcs",""
"401767098","2025","3","regular","2025-09-13T19:00:00.000Z","false","Montana","","North Dakota","fcs",""
"401773768","2025","3","regular","2025-09-13T19:00:00.000Z","false","University of Mary","","Augustana University (SD)","ii",""
"401767106","2025","3","regular","2025-09-13T19:00:00.000Z","false","Montana State","","San Diego","fcs",""
"401773752","2025","3","regular","2025-09-13T19:00:00.000Z","false","Minot State","","Concordia University St Paul","ii",""
"401757168","2025","3","regular","2025-09-13T19:00:00.000Z","false","Delaware","","UConn","fbs",""
"401767341","2025","3","regular","2025-09-13T19:00:00.000Z","false","Delaware State","","Bowie State","ii",""
"401762467","2025","3","regular","2025-09-13T19:30:00.000Z","false","UTSA","","Incarnate Word","fcs",""
"401756892","2025","3","regular","2025-09-13T19:30:00.000Z","false","Cincinnati","","Northwestern State","fcs",""
"401767322","2025","3","regular","2025-09-13T19:30:00.000Z","false","Stony Brook","","Fordham","fcs",""
"401752705","2025","3","regular","2025-09-13T19:30:00.000Z","false","Tennessee","","Georgia","fbs",""
"401752938","2025","3","regular","2025-09-13T19:30:00.000Z","false","Texas Tech","","Oregon State","fbs",""
"401754615","2025","3","regular","2025-09-13T19:30:00.000Z","false","Missouri State","","SMU","fbs",""
"401752834","2025","3","regular","2025-09-13T19:30:00.000Z","false","Michigan State","","Youngstown State","fcs",""
"401752949","2025","3","regular","2025-09-13T19:30:00.000Z","false","North Texas","","Washington State","fbs",""
"401754639","2025","3","regular","2025-09-13T19:30:00.000Z","false","North Carolina","","Richmond","fcs",""
"401754638","2025","3","regular","2025-09-13T19:30:00.000Z","false","West Virginia","","Pittsburgh","fbs",""
"401762819","2025","3","regular","2025-09-13T19:30:00.000Z","false","Toledo","","Morgan State","fcs",""
"401752835","2025","3","regular","2025-09-13T19:30:00.000Z","false","Penn State","","Villanova","fcs",""
"401752832","2025","3","regular","2025-09-13T19:30:00.000Z","false","Purdue","","USC","fbs",""
"401767217","2025","3","regular","2025-09-13T19:30:00.000Z","false","North Dakota State","","Southeast Missouri State","fcs",""
"401752833","2025","3","regular","2025-09-13T19:30:00.000Z","false","Rutgers","","Norfolk State","fcs",""
"401767141","2025","3","regular","2025-09-13T19:30:00.000Z","false","Campbell","","Furman","fcs",""
"401773911","2025","3","regular","2025-09-13T19:30:00.000Z","false","Upper Iowa University","","South Dakota Mines","ii",""
"401767588","2025","3","regular","2025-09-13T19:30:00.000Z","false","Bucknell","","VMI","fcs",""
"401777153","2025","3","regular","2025-09-13T20:00:00.000Z","false","Willamette","","Pacific (OR)","iii",""
"401767161","2025","3","regular","2025-09-13T20:00:00.000Z","false","Charleston Southern","","Lindenwood","fcs",""
"401767090","2025","3","regular","2025-09-13T20:00:00.000Z","false","Idaho","","Utah Tech","fcs",""
"401756890","2025","3","regular","2025-09-13T20:00:00.000Z","false","Arkansas State","","Iowa State","fbs",""
"401773705","2025","3","regular","2025-09-13T20:00:00.000Z","false","Lake Erie","","Wheeling","ii",""
"401773840","2025","3","regular","2025-09-13T20:00:00.000Z","false","Indiana-Pennsylvania","","Lock Haven University","ii",""
"401777003","2025","3","regular","2025-09-13T20:00:00.000Z","false","UMass Dartmouth","","Fitchburg State","iii",""
"401777139","2025","3","regular","2025-09-13T20:00:00.000Z","false","Lewis & Clark College","","NEWBERG","iii",""
"401777160","2025","3","regular","2025-09-13T20:00:00.000Z","false","Pacific Lutheran","","Simpson University (Ca)","",""
"401777172","2025","3","regular","2025-09-13T20:00:00.000Z","false","Eastern Oregon","","Whitworth","iii",""
"401777191","2025","3","regular","2025-09-13T20:00:00.000Z","false","Ohio Northern","","Heidelberg","iii",""
"401752702","2025","3","regular","2025-09-13T20:00:00.000Z","false","Missouri","","Louisiana","fbs",""
"401752706","2025","3","regular","2025-09-13T20:15:00.000Z","false","Texas","","UTEP","fbs",""
"401754535","2025","3","regular","2025-09-13T20:30:00.000Z","false","Miami","","South Florida","fbs",""
"401767225","2025","3","regular","2025-09-13T20:30:00.000Z","false","Tennessee State","","Alabama A&M","fcs",""
"401773463","2025","3","regular","2025-09-13T21:00:00.000Z","false","Pittsburg St","","Grand Valley State University","ii",""
"401767060","2025","3","regular","2025-09-13T21:00:00.000Z","false","Northern Iowa","","Eastern Washington","fcs",""
"401773782","2025","3","regular","2025-09-13T21:00:00.000Z","false","Minnesota Duluth","","Minnesota State Mankato","ii",""
"401757256","2025","3","regular","2025-09-13T21:00:00.000Z","false","Bowling Green","","Liberty","fbs",""
"401757258","2025","3","regular","2025-09-13T21:00:00.000Z","false","Nevada","","Middle Tennessee","fbs",""
"401762464","2025","3","regular","2025-09-13T22:00:00.000Z","false","Charlotte","","Monmouth","fcs",""
"401757235","2025","3","regular","2025-09-13T22:00:00.000Z","false","Kennesaw State","","Merrimack","fcs",""
"401767573","2025","3","regular","2025-09-13T22:00:00.000Z","false","Mercer","","Wofford","fcs",""
"401767762","2025","3","regular","2025-09-13T22:00:00.000Z","false","Robert Morris","","West Liberty","ii",""
"401761606","2025","3","regular","2025-09-13T22:00:00.000Z","false","Marshall","","Eastern Kentucky","fcs",""
"401774228","2025","3","regular","2025-09-13T22:00:00.000Z","false","Methodist","","Guilford College","iii",""
"401752701","2025","3","regular","2025-09-13T22:00:00.000Z","false","Mississippi State","","Alcorn State","fcs",""
"401767411","2025","3","regular","2025-09-13T22:00:00.000Z","false","North Carolina Central","","Fayetteville State","ii",""
"401783234","2025","3","regular","2025-09-13T22:00:00.000Z","false","Wingate","","Bluefield State","ii",""
"401778030","2025","3","regular","2025-09-13T22:00:00.000Z","false","Westminster College (MO)","","Eureka College","iii",""
"401767529","2025","3","regular","2025-09-13T22:00:00.000Z","false","Chattanooga","","Stetson","fcs",""
"401767388","2025","3","regular","2025-09-13T22:00:00.000Z","false","South Carolina State","","Bethune-Cookman","fcs",""
"401767360","2025","3","regular","2025-09-13T22:00:00.000Z","false","Alabama State","","Miles College","ii",""
"401767300","2025","3","regular","2025-09-13T22:00:00.000Z","false","West Georgia","","East Tennessee State","fcs",""
"401767190","2025","3","regular","2025-09-13T22:00:00.000Z","false","Maine","","Stonehill","fcs",""
"401767030","2025","3","regular","2025-09-13T22:00:00.000Z","false","Bryant","","Bentley","ii",""
"401773928","2025","3","regular","2025-09-13T22:00:00.000Z","false","Catawba","","UVA Wise","ii",""
"401757233","2025","3","regular","2025-09-13T22:00:00.000Z","false","Florida International","","Florida Atlantic","fbs",""
"401773944","2025","3","regular","2025-09-13T22:00:00.000Z","false","Lenoir-Rhyne","","Emory & Henry College","ii",""
"401773864","2025","3","regular","2025-09-13T22:00:00.000Z","false","Slippery Rock","","Shepherd","ii",""
"401777301","2025","3","regular","2025-09-13T22:00:00.000Z","false","LYONCOLL","","Little Rock","",""
"401777086","2025","3","regular","2025-09-13T22:00:00.000Z","false","Hiram College","","Oberlin","iii",""
"401773980","2025","3","regular","2025-09-13T22:00:00.000Z","false","Allen","","Lane College","ii",""
"401774209","2025","3","regular","2025-09-13T22:00:00.000Z","false","Averett","","Southern Virginia","iii",""
"401774058","2025","3","regular","2025-09-13T22:00:00.000Z","false","Utica","","Rensselaer","iii",""
"401773490","2025","3","regular","2025-09-13T22:00:00.000Z","false","Saginaw Valley State","","Northwood (MI)","ii",""
"401773509","2025","3","regular","2025-09-13T22:00:00.000Z","false","Ferris State","","Tiffin","ii",""
"401773716","2025","3","regular","2025-09-13T22:00:00.000Z","false","Franklin Pierce","","Pace","ii",""
"401769832","2025","3","regular","2025-09-13T23:00:00.000Z","false","Florida A&M","","Albany State GA","ii",""
"401777201","2025","3","regular","2025-09-13T23:00:00.000Z","false","Marietta","","Otterbein","iii",""
"401777243","2025","3","regular","2025-09-13T23:00:00.000Z","false","Geneva","","Shenandoah","iii",""
"401777294","2025","3","regular","2025-09-13T23:00:00.000Z","false","Rhodes College","","Austin","iii",""
"401778033","2025","3","regular","2025-09-13T23:00:00.000Z","false","Trinity University TX","","Belhaven","iii",""
"401788912","2025","3","regular","2025-09-13T23:00:00.000Z","false","East Texas Baptist University","","Oklahoma Panhandle St","ii",""
"401767285","2025","3","regular","2025-09-13T23:00:00.000Z","false","North Alabama","","Northeastern State","ii",""
"401767305","2025","3","regular","2025-09-13T23:00:00.000Z","false","Central Arkansas","","Tarleton State","fcs",""
"401767544","2025","3","regular","2025-09-13T23:00:00.000Z","false","South Dakota State","","Drake","fcs",""
"401773180","2025","3","regular","2025-09-13T23:00:00.000Z","false","Benedictine University","","Loras College","iii",""
"401783278","2025","3","regular","2025-09-13T23:00:00.000Z","false","UAlbany","","New Haven","fcs",""
"401773449","2025","3","regular","2025-09-13T23:00:00.000Z","false","William Jewell","","Kentucky Wesleyan","ii",""
"401773105","2025","3","regular","2025-09-13T23:00:00.000Z","false","North Greenville","","Wilson","ii",""
"401773209","2025","3","regular","2025-09-13T23:00:00.000Z","false","Hardin-Simmons","","McMurry","iii",""
"401773760","2025","3","regular","2025-09-13T23:00:00.000Z","false","Northern State","","Wayne State (NE)","ii",""
"401773956","2025","3","regular","2025-09-13T23:00:00.000Z","false","Newberry","","Point University","",""
"401752829","2025","3","regular","2025-09-13T23:00:00.000Z","false","Illinois","","Western Michigan","fbs",""
"401773259","2025","3","regular","2025-09-13T23:00:00.000Z","false","Texas Lutheran","","Howard Payne","iii",""
"401774121","2025","3","regular","2025-09-13T23:00:00.000Z","false","Trine University","","Rose-Hulman","iii",""
"401774344","2025","3","regular","2025-09-13T23:00:00.000Z","false","Centre College Kentucky","","Depauw","iii",""
"401774463","2025","3","regular","2025-09-13T23:00:00.000Z","false","Millsaps","","CENTENARY","iii",""
"401776774","2025","3","regular","2025-09-13T23:00:00.000Z","false","Bethel (MN)","","Northwestern (MN)","iii",""
"401773143","2025","3","regular","2025-09-13T23:00:00.000Z","false","West Florida","","Shorter","ii",""
"401773425","2025","3","regular","2025-09-13T23:00:00.000Z","false","Missouri Western","","Missouri S&T","ii",""
"401773343","2025","3","regular","2025-09-13T23:00:00.000Z","false","Arkansas-Monticello","","East Central (OK)","ii",""
"401761607","2025","3","regular","2025-09-13T23:00:00.000Z","false","Southern Miss","","App State","fbs",""
"401773173","2025","3","regular","2025-09-13T23:00:00.000Z","false","Dubuque","","Wisconsin-Platteville","iii",""
"401767395","2025","3","regular","2025-09-13T23:00:00.000Z","false","Grambling","","Kentucky State","ii",""
"401761605","2025","3","regular","2025-09-13T23:00:00.000Z","false","Georgia State","","Murray State","fcs",""
"401757234","2025","3","regular","2025-09-13T23:00:00.000Z","false","Georgia Southern","","Jacksonville State","fbs",""
"401752827","2025","3","regular","2025-09-13T23:00:00.000Z","false","Ohio State","","Ohio","fbs",""
"401754536","2025","3","regular","2025-09-13T23:00:00.000Z","false","Virginia Tech","","Old Dominion","fbs",""
"401762466","2025","3","regular","2025-09-13T23:00:00.000Z","false","Rice","","Prairie View A&M","fcs",""
"401752700","2025","3","regular","2025-09-13T23:00:00.000Z","false","Ole Miss","","Arkansas","fbs",""
"401767639","2025","3","regular","2025-09-13T23:00:00.000Z","false","Presbyterian","","ERSKINE","ii",""
"401767458","2025","3","regular","2025-09-13T23:00:00.000Z","false","Texas Southern","","Lamar","fcs",""
"401767426","2025","3","regular","2025-09-13T23:00:00.000Z","false","SE Louisiana","","Mississippi Valley State","fcs",""
"401767380","2025","3","regular","2025-09-13T23:00:00.000Z","false","Arkansas-Pine Bluff","","Lincoln (CA)","ii",""
"401767248","2025","3","regular","2025-09-13T23:00:00.000Z","false","Austin Peay","","Morehead State","fcs",""
"401767237","2025","3","regular","2025-09-13T23:00:00.000Z","false","Western Illinois","","Valparaiso","fcs",""
"401767235","2025","3","regular","2025-09-13T23:00:00.000Z","false","UT Martin","","Southern Illinois","fcs",""
"401767202","2025","3","regular","2025-09-13T23:00:00.000Z","false","Gardner-Webb","","The Citadel","fcs",""
"401767181","2025","3","regular","2025-09-13T23:00:00.000Z","false","North Carolina A&T","","Hampton","fcs",""
"401767159","2025","3","regular","2025-09-13T23:00:00.000Z","false","McNeese","","Weber State","fcs",""
"401757257","2025","3","regular","2025-09-13T23:30:00.000Z","false","Louisiana Tech","","New Mexico State","fbs",""
"401761604","2025","3","regular","2025-09-13T23:30:00.000Z","false","Coastal Carolina","","East Carolina","fbs",""
"401752707","2025","3","regular","2025-09-13T23:30:00.000Z","false","Notre Dame","","Texas A&M","fbs",""
"401752698","2025","3","regular","2025-09-13T23:30:00.000Z","false","Kentucky","","Eastern Michigan","fbs",""
"401752830","2025","3","regular","2025-09-13T23:30:00.000Z","false","Iowa","","Massachusetts","fbs",""
"401752699","2025","3","regular","2025-09-13T23:30:00.000Z","false","LSU","","Florida","fbs",""
"401774336","2025","3","regular","2025-09-13T23:30:00.000Z","false","Lagrange College","","Berry College","iii",""
"401752704","2025","3","regular","2025-09-13T23:45:00.000Z","false","South Carolina","","Vanderbilt","fbs",""
"401773880","2025","3","regular","2025-09-14T00:00:00.000Z","false","Chadron St","","Black Hills State","ii",""
"401762465","2025","3","regular","2025-09-14T00:00:00.000Z","false","Tulsa","","Navy","fbs",""
"401754534","2025","3","regular","2025-09-14T00:00:00.000Z","false","Tulane","","Duke","fbs",""
"401756895","2025","3","regular","2025-09-14T00:00:00.000Z","false","Wyoming","","Utah","fbs",""
"401756894","2025","3","regular","2025-09-14T00:00:00.000Z","false","TCU","","Abilene Christian","fcs",""
"401767071","2025","3","regular","2025-09-14T00:00:00.000Z","false","Cal Poly","","Western Oregon","ii",""
"401767527","2025","3","regular","2025-09-14T00:00:00.000Z","false","UT Rio Grande Valley","","Langston University","",""
"401777167","2025","3","regular","2025-09-14T00:00:00.000Z","false","Southwestern University","","Puget Sound","iii",""
"401773536","2025","3","regular","2025-09-14T00:00:00.000Z","false","Eastern New Mexico","","Angelo State","ii",""
"401773614","2025","3","regular","2025-09-14T00:00:00.000Z","false","Fort Hays State","","Nebraska-Kearney","ii",""
"401767524","2025","3","regular","2025-09-14T00:00:00.000Z","false","Stephen F. Austin","","Sul Ross State","ii",""
"401773370","2025","3","regular","2025-09-14T00:00:00.000Z","false","Oklahoma Baptist","","Henderson State","ii",""
"401773385","2025","3","regular","2025-09-14T00:00:00.000Z","false","Ouachita Baptist","","Southeastern Oklahoma State","ii",""
"401773581","2025","3","regular","2025-09-14T00:00:00.000Z","false","Western New Mexico","","West Texas A&M","ii",""
"401762463","2025","3","regular","2025-09-14T00:30:00.000Z","false","UAB","","Akron","fbs",""
