"Id","Season","Week","SeasonType","StartDate","Completed","HomeTeam","HomePoints","AwayTeam","AwayClassification","AwayPoints"
"401756846","2025","1","regular","2025-08-23T16:00:00.000Z","true","Kansas State","21","Iowa State","fbs","24"
"401767476","2025","1","regular","2025-08-23T17:00:00.000Z","true","Nicholls","20","Incarnate Word","fcs","6"
"401760371","2025","1","regular","2025-08-23T20:00:00.000Z","true","UNLV","38","Idaho State","fcs","31"
"401767126","2025","1","regular","2025-08-23T20:30:00.000Z","true","Portland State","0","Tarleton State","fcs","42"
"401756847","2025","1","regular","2025-08-23T22:30:00.000Z","true","Kansas","31","Fresno State","fbs","7"
"401757218","2025","1","regular","2025-08-23T23:00:00.000Z","true","Western Kentucky","41","Sam Houston","fbs","24"
"401767410","2025","1","regular","2025-08-23T23:30:00.000Z","true","Southern","14","North Carolina Central","fcs","31"
"401754516","2025","1","regular","2025-08-23T23:30:00.000Z","true","Hawai'i","23","Stanford","fbs","20"
"401773590","2025","1","regular","2025-08-28T19:00:00.000Z","true","Central Washington","41","Colorado Mesa","ii","14"
"401762522","2025","1","regular","2025-08-28T21:30:00.000Z","true","South Florida","34","Boise State","fbs","7"
"401762790","2025","1","regular","2025-08-28T22:00:00.000Z","true","Bowling Green","26","Lafayette","fcs","7"
"401773703","2025","1","regular","2025-08-28T22:00:00.000Z","true","Clarion","34","Wheeling","ii","0"
"401767549","2025","1","regular","2025-08-28T22:00:00.000Z","true","Youngstown State","24","Mercyhurst","fcs","15"
"401773470","2025","1","regular","2025-08-28T22:00:00.000Z","true","Michigan Tech","37","Bemidji State","ii","17"
"401752794","2025","1","regular","2025-08-28T22:00:00.000Z","true","Rutgers","34","Ohio","fbs","31"
"401773397","2025","1","regular","2025-08-28T22:00:00.000Z","true","Marian College","21","Indianapolis","ii","45"
"401773488","2025","1","regular","2025-08-28T22:00:00.000Z","true","Saginaw Valley State","21","Northeastern State","ii","28"
"401773633","2025","1","regular","2025-08-28T23:00:00.000Z","true","Wayne State (NE)","21","Nebraska-Kearney","ii","28"
"401773093","2025","1","regular","2025-08-28T23:00:00.000Z","true","University Of Charleston (WV)","39","Livingstone","ii","10"
"401757219","2025","1","regular","2025-08-28T23:00:00.000Z","true","Delaware","35","Delaware State","fcs","17"
"401773065","2025","1","regular","2025-08-28T23:00:00.000Z","true","Wilson","7","Virginia St","ii","35"
"401773691","2025","1","regular","2025-08-28T23:00:00.000Z","true","Walsh","38","West Liberty","ii","10"
"401773667","2025","1","regular","2025-08-28T23:00:00.000Z","true","Seton Hill","21","Fairmont State","ii","24"
"401773639","2025","1","regular","2025-08-28T23:00:00.000Z","true","Minnesota State Mankato","38","Northwest Missouri St","ii","14"
"401773643","2025","1","regular","2025-08-28T23:00:00.000Z","true","Ferris State","34","Pittsburg St","ii","17"
"401773514","2025","1","regular","2025-08-28T23:00:00.000Z","true","Delta State","31","Central Missouri","ii","23"
"401762789","2025","1","regular","2025-08-28T23:00:00.000Z","true","Akron","0","Wyoming","fbs","10"
"401756848","2025","1","regular","2025-08-28T23:00:00.000Z","true","UCF","17","Jacksonville State","fbs","10"
"401767327","2025","1","regular","2025-08-28T23:00:00.000Z","true","Norfolk State","7","Towson","fcs","27"
"401767446","2025","1","regular","2025-08-28T23:00:00.000Z","true","Indiana State","41","McKendree","ii","24"
"401767171","2025","1","regular","2025-08-28T23:00:00.000Z","true","Eastern Illinois","24","Dayton","fcs","14"
"401773478","2025","1","regular","2025-08-28T23:00:00.000Z","true","Northern Michigan","37","Minnesota State Moorhead","ii","44"
"401767209","2025","1","regular","2025-08-28T23:00:00.000Z","true","St. Thomas (MN)","35","Lindenwood","fcs","13"
"401761588","2025","1","regular","2025-08-28T23:00:00.000Z","true","UL Monroe","29","St. Francis (PA)","fcs","0"
"401754373","2025","1","regular","2025-08-28T23:00:00.000Z","true","NC State","24","East Carolina","fbs","17"
"401773827","2025","1","regular","2025-08-28T23:05:00.000Z","true","East Stroudsburg University","14","Edinboro University","ii","29"
"401777556","2025","1","regular","2025-08-28T23:30:00.000Z","true","University of Mary","28","Midland Lutheran College","","22"
"401767298","2025","1","regular","2025-08-28T23:30:00.000Z","true","Samford","3","West Georgia","fcs","34"
"401767468","2025","1","regular","2025-08-28T23:30:00.000Z","true","Houston Christian","69","Little Rock","","0"
"401773431","2025","1","regular","2025-08-28T23:30:00.000Z","true","Quincy","38","Concordia University St Paul","ii","7"
"401752674","2025","1","regular","2025-08-28T23:30:00.000Z","true","Missouri","61","Central Arkansas","fcs","6"
"401756876","2025","1","regular","2025-08-28T23:30:00.000Z","true","Oklahoma State","27","UT Martin","fcs","7"
"401754517","2025","1","regular","2025-08-28T23:30:00.000Z","true","Duke","45","Elon","fcs","17"
"401767620","2025","1","regular","2025-08-28T23:30:00.000Z","true","Drake","41","Upper Iowa University","ii","7"
"401773910","2025","1","regular","2025-08-29T00:00:00.000Z","true","CSU Pueblo","43","South Dakota Mines","ii","0"
"401767369","2025","1","regular","2025-08-29T00:00:00.000Z","true","Northwestern State","20","Alcorn State","fcs","10"
"401756852","2025","1","regular","2025-08-29T00:00:00.000Z","true","Houston","27","Stephen F. Austin","fcs","0"
"401773788","2025","1","regular","2025-08-29T00:00:00.000Z","true","Black Hills State","21","Sioux Falls","ii","27"
"401752793","2025","1","regular","2025-08-29T00:00:00.000Z","true","Minnesota","23","Buffalo","fbs","10"
"401773604","2025","1","regular","2025-08-29T00:00:00.000Z","true","Emporia State University","27","Minot State","ii","7"
"401773534","2025","1","regular","2025-08-29T00:00:00.000Z","true","Fort Hays State","7","Angelo State","ii","28"
"401773545","2025","1","regular","2025-08-29T00:00:00.000Z","true","Eastern New Mexico","28","New Mexico Highlands","ii","34"
"401777554","2025","1","regular","2025-08-29T00:00:00.000Z","true","Winona State","7","Minnesota Duluth","ii","35"
"401773579","2025","1","regular","2025-08-29T00:00:00.000Z","true","Western Colorado","45","West Texas A&M","ii","28"
"401762430","2025","1","regular","2025-08-29T00:30:00.000Z","true","UAB","52","Alabama State","fcs","42"
"401752796","2025","1","regular","2025-08-29T01:00:00.000Z","true","Cincinnati","17","Nebraska","fbs","20"
"401762791","2025","1","regular","2025-08-29T01:00:00.000Z","true","Wisconsin","17","Miami (OH)","fbs","0"
"401760357","2025","1","regular","2025-08-29T02:00:00.000Z","true","San Diego State","42","Stony Brook","fcs","0"
"401762432","2025","1","regular","2025-08-29T22:00:00.000Z","true","Army","27","Tarleton State","fcs","30"
"401767140","2025","1","regular","2025-08-29T22:00:00.000Z","true","Rhode Island","31","Campbell","fcs","20"
"401766898","2025","1","regular","2025-08-29T23:00:00.000Z","true","Florida International","42","Bethune-Cookman","fcs","9"
"401752802","2025","1","regular","2025-08-29T23:00:00.000Z","true","Michigan State","23","Western Michigan","fbs","6"
"401767256","2025","1","regular","2025-08-29T23:00:00.000Z","true","Colgate","39","Monmouth","fcs","42"
"401773529","2025","1","regular","2025-08-29T23:00:00.000Z","true","West Florida","48","Lenoir-Rhyne","ii","21"
"401779329","2025","1","regular","2025-08-29T23:00:00.000Z","true","Marist","31","New Haven","fcs","14"
"401761589","2025","1","regular","2025-08-29T23:00:00.000Z","true","Charlotte","11","App State","fbs","34"
"401754374","2025","1","regular","2025-08-29T23:00:00.000Z","true","Wake Forest","10","Kennesaw State","fbs","9"
"401752795","2025","1","regular","2025-08-29T23:30:00.000Z","true","Illinois","52","Western Illinois","fcs","3"
"401756854","2025","1","regular","2025-08-29T23:30:00.000Z","true","Kansas","46","Wagner","fcs","7"
"401754375","2025","1","regular","2025-08-30T00:00:00.000Z","true","Colorado","20","Georgia Tech","fbs","27"
"401752667","2025","1","regular","2025-08-30T00:00:00.000Z","true","Baylor","24","Auburn","fbs","38"
"401757224","2025","1","regular","2025-08-30T01:30:00.000Z","true","Sam Houston","21","UNLV","fbs","38"
"401760358","2025","1","regular","2025-08-30T02:30:00.000Z","true","San José State","14","Central Michigan","fbs","16"
"401773684","2025","1","regular","2025-08-30T04:00:00.000Z","true","Glenville State","17","Emory & Henry College","ii","45"
"401752797","2025","1","regular","2025-08-30T16:00:00.000Z","true","Maryland","39","Florida Atlantic","fbs","7"
"401752677","2025","1","regular","2025-08-30T16:00:00.000Z","true","Ohio State","14","Texas","fbs","7"
"401762434","2025","1","regular","2025-08-30T16:00:00.000Z","true","Navy","52","VMI","fcs","7"
"401752673","2025","1","regular","2025-08-30T16:00:00.000Z","true","Southern Miss","17","Mississippi State","fbs","34"
"401773141","2025","1","regular","2025-08-30T16:00:00.000Z","true","Shorter","7","Anderson (Sc)","ii","34"
"401754520","2025","1","regular","2025-08-30T16:00:00.000Z","true","Pittsburgh","61","Duquesne","fcs","9"
"401752676","2025","1","regular","2025-08-30T16:00:00.000Z","true","Tennessee","45","Syracuse","fbs","26"
"401762792","2025","1","regular","2025-08-30T16:00:00.000Z","true","Kent State","21","Merrimack","fcs","17"
"401752801","2025","1","regular","2025-08-30T16:00:00.000Z","true","Purdue","31","Ball State","fbs","0"
"401767732","2025","1","regular","2025-08-30T16:00:00.000Z","true","Lehigh","21","Richmond","fcs","14"
"401773452","2025","1","regular","2025-08-30T16:00:00.000Z","true","Gannon","12","Davenport","ii","21"
"401773696","2025","1","regular","2025-08-30T16:00:00.000Z","true","Carson-Newman College","41","West Virginia State","ii","10"
"401767509","2025","1","regular","2025-08-30T16:00:00.000Z","true","The Citadel","0","North Dakota State","fcs","38"
"401752803","2025","1","regular","2025-08-30T16:00:00.000Z","true","Tulane","23","Northwestern","fbs","3"
"401752670","2025","1","regular","2025-08-30T16:45:00.000Z","true","Kentucky","24","Toledo","fbs","16"
"401773099","2025","1","regular","2025-08-30T17:00:00.000Z","true","Shaw","7","Albany State GA","ii","51"
"401767602","2025","1","regular","2025-08-30T17:00:00.000Z","true","Davidson","14","Georgetown","fcs","51"
"401774011","2025","1","regular","2025-08-30T17:00:00.000Z","true","Central State (OH)","24","Kentucky State","ii","34"
"401773699","2025","1","regular","2025-08-30T17:00:00.000Z","true","Post University","51","West Virginia Wesleyan","ii","14"
"401773520","2025","1","regular","2025-08-30T17:00:00.000Z","true","Clark Atlanta","28","Valdosta State","ii","31"
"401773057","2025","1","regular","2025-08-30T17:00:00.000Z","true","Grand Valley State University","45","Lincoln (PA)","ii","9"
"401767230","2025","1","regular","2025-08-30T17:00:00.000Z","true","Tennessee Tech","65","Cumberland (TN)","","0"
"401767339","2025","1","regular","2025-08-30T18:00:00.000Z","true","Furman","23","William & Mary","fcs","21"
"401767657","2025","1","regular","2025-08-30T18:00:00.000Z","true","Sacred Heart","12","Stonehill","fcs","7"
"401767655","2025","1","regular","2025-08-30T18:00:00.000Z","true","Valparaiso","67","Virginia University Of Lynchburg","","10"
"401767536","2025","1","regular","2025-08-30T18:00:00.000Z","true","Northern Iowa","38","Butler","fcs","14"
"401773444","2025","1","regular","2025-08-30T18:00:00.000Z","true","Washburn","20","Truman State","ii","17"
"401754518","2025","1","regular","2025-08-30T18:00:00.000Z","true","Boston College","66","Fordham","fcs","10"
"401773627","2025","1","regular","2025-08-30T18:00:00.000Z","true","Augustana University (SD)","30","Missouri Western","ii","26"
"401757167","2025","1","regular","2025-08-30T18:00:00.000Z","true","UConn","59","Central Connecticut","fcs","13"
"401756878","2025","1","regular","2025-08-30T18:00:00.000Z","true","West Virginia","45","Robert Morris","fcs","3"
"401773448","2025","1","regular","2025-08-30T18:00:00.000Z","true","Fort Lewis","14","William Jewell","ii","34"
"401752806","2025","1","regular","2025-08-30T18:30:00.000Z","true","Indiana","27","Old Dominion","fbs","14"
"401754519","2025","1","regular","2025-08-30T19:00:00.000Z","true","Louisville","51","Eastern Kentucky","fcs","17"
"401767179","2025","1","regular","2025-08-30T19:00:00.000Z","true","Jackson State","28","Hampton","fcs","14"
"401767119","2025","1","regular","2025-08-30T19:00:00.000Z","true","Northern Colorado","17","Chadron St","ii","3"
"401773086","2025","1","regular","2025-08-30T19:00:00.000Z","true","Morehouse College","9","Johnson C Smith","ii","45"
"401756853","2025","1","regular","2025-08-30T19:30:00.000Z","true","Iowa State","55","South Dakota","fcs","7"
"401762793","2025","1","regular","2025-08-30T19:30:00.000Z","true","Northern Illinois","19","Holy Cross","fcs","17"
"401752665","2025","1","regular","2025-08-30T19:30:00.000Z","true","Florida State","31","Alabama","fbs","17"
"401760359","2025","1","regular","2025-08-30T19:30:00.000Z","true","Air Force","49","Bucknell","fcs","13"
"401752807","2025","1","regular","2025-08-30T19:30:00.000Z","true","Penn State","46","Nevada","fbs","11"
"401752669","2025","1","regular","2025-08-30T19:30:00.000Z","true","Georgia","45","Marshall","fbs","7"
"401762456","2025","1","regular","2025-08-30T19:30:00.000Z","true","Massachusetts","10","Temple","fbs","42"
"401757220","2025","1","regular","2025-08-30T20:00:00.000Z","true","Liberty","28","Maine","fcs","7"
"401767350","2025","1","regular","2025-08-30T20:00:00.000Z","true","Florida A&M","9","Howard","fcs","10"
"401752804","2025","1","regular","2025-08-30T20:00:00.000Z","true","Oregon","59","Montana State","fcs","13"
"401752666","2025","1","regular","2025-08-30T20:15:00.000Z","true","Arkansas","52","Alabama A&M","fcs","7"
"401767223","2025","1","regular","2025-08-30T20:30:00.000Z","true","Tennessee State","24","North Carolina A&T","fcs","21"
"401762433","2025","1","regular","2025-08-30T20:30:00.000Z","true","Memphis","45","Chattanooga","fcs","10"
"401777980","2025","1","regular","2025-08-30T21:00:00.000Z","true","Pace","10","St. Anselm","ii","34"
"401767425","2025","1","regular","2025-08-30T21:00:00.000Z","true","Mississippi Valley State","29","Southern","fcs","34"
"401773079","2025","1","regular","2025-08-30T21:00:00.000Z","true","Benedict College","10","Fayetteville State","ii","0"
"401767454","2025","1","regular","2025-08-30T21:30:00.000Z","true","East Tennessee State","45","Murray State","fcs","17"
"401773676","2025","1","regular","2025-08-30T22:00:00.000Z","true","Frostburg State","41","Shepherd","ii","27"
"401773113","2025","1","regular","2025-08-30T22:00:00.000Z","true","Chowan","28","Elizabeth City State","ii","14"
"401752675","2025","1","regular","2025-08-30T22:00:00.000Z","true","Oklahoma","35","Illinois State","fcs","3"
"401767634","2025","1","regular","2025-08-30T22:00:00.000Z","true","Morehead State","38","Allen","ii","31"
"401761590","2025","1","regular","2025-08-30T22:00:00.000Z","true","James Madison","45","Weber State","fcs","10"
"401752799","2025","1","regular","2025-08-30T22:00:00.000Z","true","Iowa","34","UAlbany","fcs","7"
"401767201","2025","1","regular","2025-08-30T22:00:00.000Z","true","Western Carolina","45","Gardner-Webb","fcs","52"
"401767572","2025","1","regular","2025-08-30T22:00:00.000Z","true","Mercer","10","Presbyterian","fcs","15"
"401773926","2025","1","regular","2025-08-30T22:00:00.000Z","true","Catawba","45","Ferrum","iii","13"
"401773657","2025","1","regular","2025-08-30T22:00:00.000Z","true","UVA Wise","29","Concord University","ii","37"
"401754616","2025","1","regular","2025-08-30T22:00:00.000Z","true","Virginia","48","Coastal Carolina","fbs","7"
"401774027","2025","1","regular","2025-08-30T22:00:00.000Z","true","Savannah St","14","Edward Waters","ii","41"
"401773129","2025","1","regular","2025-08-30T22:00:00.000Z","true","Wingate","30","UNC Pembroke","ii","21"
"401767265","2025","1","regular","2025-08-30T22:00:00.000Z","true","North Carolina Central","10","New Hampshire","fcs","27"
"401767415","2025","1","regular","2025-08-30T22:00:00.000Z","true","South Carolina State","16","Wofford","fcs","15"
"401767651","2025","1","regular","2025-08-30T22:00:00.000Z","true","Stetson","21","Webber International","","31"
"401773524","2025","1","regular","2025-08-30T22:15:00.000Z","true","West Alabama","27","Fort Valley State","ii","17"
"401773406","2025","1","regular","2025-08-30T22:30:00.000Z","true","Lincoln (MO)","55","Lincoln (CA)","ii","6"
"401767059","2025","1","regular","2025-08-30T23:00:00.000Z","true","Incarnate Word","31","Eastern Washington","fcs","21"
"401757222","2025","1","regular","2025-08-30T23:00:00.000Z","true","Middle Tennessee","14","Austin Peay","fcs","34"
"401773423","2025","1","regular","2025-08-30T23:00:00.000Z","true","Missouri S&T","51","Central Methodist","","10"
"401773572","2025","1","regular","2025-08-30T23:00:00.000Z","true","UT Permian Basin","34","Central Oklahoma","ii","14"
"401773961","2025","1","regular","2025-08-30T23:00:00.000Z","true","Bluefield State","23","Greeneville","ii","49"
"401761593","2025","1","regular","2025-08-30T23:00:00.000Z","true","South Alabama","38","Morgan State","fcs","21"
"401761595","2025","1","regular","2025-08-30T23:00:00.000Z","true","Troy","38","Nicholls","fcs","20"
"401767130","2025","1","regular","2025-08-30T23:00:00.000Z","true","South Dakota State","20","Sacramento State","fcs","3"
"401752679","2025","1","regular","2025-08-30T23:00:00.000Z","true","Vanderbilt","45","Charleston Southern","fcs","3"
"401767490","2025","1","regular","2025-08-30T23:00:00.000Z","true","McNeese","54","Louisiana College","","9"
"401788977","2025","1","regular","2025-08-30T23:00:00.000Z","true","Grambling","55","Langston University","","7"
"401752668","2025","1","regular","2025-08-30T23:00:00.000Z","true","Florida","55","Long Island University","fcs","0"
"401761591","2025","1","regular","2025-08-30T23:00:00.000Z","true","Arkansas State","42","Southeast Missouri State","fcs","24"
"401752678","2025","1","regular","2025-08-30T23:00:00.000Z","true","Texas A&M","42","UTSA","fbs","24"
"401756855","2025","1","regular","2025-08-30T23:00:00.000Z","true","Kansas State","38","North Dakota","fcs","35"
"401767547","2025","1","regular","2025-08-30T23:00:00.000Z","true","Southern Illinois","49","Thomas More College","ii","3"
"401757226","2025","1","regular","2025-08-30T23:00:00.000Z","true","Western Kentucky","55","North Alabama","fcs","6"
"401756877","2025","1","regular","2025-08-30T23:30:00.000Z","true","Texas Tech","67","Arkansas-Pine Bluff","fcs","7"
"401757225","2025","1","regular","2025-08-30T23:30:00.000Z","true","Utah State","28","UTEP","fbs","16"
"401752798","2025","1","regular","2025-08-30T23:30:00.000Z","true","USC","73","Missouri State","fbs","13"
"401757221","2025","1","regular","2025-08-30T23:30:00.000Z","true","Louisiana Tech","24","SE Louisiana","fcs","0"
"401752671","2025","1","regular","2025-08-30T23:30:00.000Z","true","Clemson","10","LSU","fbs","17"
"401752808","2025","1","regular","2025-08-30T23:30:00.000Z","true","Michigan","34","New Mexico","fbs","17"
"401752672","2025","1","regular","2025-08-30T23:45:00.000Z","true","Ole Miss","63","Georgia State","fbs","7"
"401761592","2025","1","regular","2025-08-31T00:00:00.000Z","true","Louisiana","12","Rice","fbs","14"
"401767431","2025","1","regular","2025-08-31T00:00:00.000Z","true","Texas Southern","21","Prairie View A&M","fcs","22"
"401762435","2025","1","regular","2025-08-31T00:00:00.000Z","true","North Texas","51","Lamar","fcs","0"
"401756851","2025","1","regular","2025-08-31T00:00:00.000Z","true","BYU","69","Portland State","fcs","0"
"401767070","2025","1","regular","2025-08-31T00:00:00.000Z","true","San Diego","17","Cal Poly","fcs","41"
"401762457","2025","1","regular","2025-08-31T00:00:00.000Z","true","Tulsa","35","Abilene Christian","fcs","7"
"401773585","2025","1","regular","2025-08-31T00:00:00.000Z","true","Western New Mexico","35","Adams State","ii","21"
"401761594","2025","1","regular","2025-08-31T00:00:00.000Z","true","Texas State","52","Eastern Michigan","fbs","27"
"401773555","2025","1","regular","2025-08-31T00:00:00.000Z","true","Missouri Southern State","33","Midwestern State","ii","19"
"401767526","2025","1","regular","2025-08-31T00:00:00.000Z","true","UT Rio Grande Valley","66","Sul Ross State","ii","0"
"401767080","2025","1","regular","2025-08-31T00:30:00.000Z","true","Southern Utah","46","Idaho State","fcs","24"
"401757223","2025","1","regular","2025-08-31T01:00:00.000Z","true","New Mexico State","19","Bryant","fcs","3"
"401754521","2025","1","regular","2025-08-31T01:00:00.000Z","true","SMU","42","East Texas A&M","fcs","13"
"401760361","2025","1","regular","2025-08-31T01:30:00.000Z","true","Fresno State","42","Georgia Southern","fbs","14"
"401752947","2025","1","regular","2025-08-31T02:00:00.000Z","true","Washington State","13","Idaho","fcs","10"
"401767156","2025","1","regular","2025-08-31T02:00:00.000Z","true","Utah Tech","24","UC Davis","fcs","31"
"401756850","2025","1","regular","2025-08-31T02:00:00.000Z","true","Arizona State","38","Northern Arizona","fcs","19"
"401752936","2025","1","regular","2025-08-31T02:30:00.000Z","true","Oregon State","15","California","fbs","34"
"401756849","2025","1","regular","2025-08-31T02:30:00.000Z","true","Arizona","40","Hawai'i","fbs","6"
"401752805","2025","1","regular","2025-08-31T03:00:00.000Z","true","Washington","38","Colorado State","fbs","21"
"401752800","2025","1","regular","2025-08-31T03:00:00.000Z","true","UCLA","10","Utah","fbs","43"
"401752680","2025","1","regular","2025-08-31T19:00:00.000Z","true","South Carolina","24","Virginia Tech","fbs","11"
"401773072","2025","1","regular","2025-08-31T20:00:00.000Z","true","Virginia Union","45","Miles College","ii","3"
"401774028","2025","1","regular","2025-08-31T23:00:00.000Z","true","Tuskegee","20","Winston-Salem","ii","17"
"401754522","2025","1","regular","2025-08-31T23:30:00.000Z","true","Miami","27","Notre Dame","fbs","24"
"401754523","2025","1","regular","2025-09-02T00:00:00.000Z","true","North Carolina","14","TCU","fbs","48"
"401773471","2025","2","regular","2025-09-04T04:00:00.000Z","true","South Dakota Mines","9","Michigan Tech","ii","45"
"401773648","2025","2","regular","2025-09-04T22:00:00.000Z","true","PennWest California","23","University Of Charleston (WV)","ii","19"
"401773494","2025","2","regular","2025-09-04T22:00:00.000Z","true","Wayne State (MI)","7","Tiffin","ii","34"
"401773700","2025","2","regular","2025-09-04T22:00:00.000Z","true","West Virginia Wesleyan","20","Clarion","ii","48"
"401774218","2025","2","regular","2025-09-04T22:00:00.000Z","true","North Carolina Wesleyan","64","Averett","iii","12"
"401773668","2025","2","regular","2025-09-04T23:00:00.000Z","true","Fairmont State","41","Bloomsburg","ii","40"
"401773331","2025","2","regular","2025-09-04T23:00:00.000Z","true","Southwestern Oklahoma State","10","Arkansas Tech","ii","32"
"401773361","2025","2","regular","2025-09-04T23:00:00.000Z","true","Northwestern Oklahoma State","7","Harding University","ii","49"
"401774158","2025","2","regular","2025-09-04T23:00:00.000Z","true","Wisconsin-Eau Claire","29","Carroll University (WI)","iii","7"
"401783311","2025","2","regular","2025-09-04T23:00:00.000Z","true","Wilkes","19","Kings College (PA)","iii","16"
"401773677","2025","2","regular","2025-09-04T23:00:00.000Z","true","Millersville","34","Frostburg State","ii","42"
"401777085","2025","2","regular","2025-09-04T23:00:00.000Z","true","Heidelberg","65","Hiram College","iii","27"
"401776726","2025","2","regular","2025-09-04T23:00:00.000Z","true","Valley City State","27","Augsburg","iii","0"
"401773342","2025","2","regular","2025-09-04T23:00:00.000Z","true","Southeastern Oklahoma State","44","Arkansas-Monticello","ii","13"
"401777200","2025","2","regular","2025-09-04T23:00:00.000Z","true","Westminster (PA)","8","Marietta","iii","12"
"401773369","2025","2","regular","2025-09-04T23:00:00.000Z","true","Henderson State","48","Southern Nazarene","ii","13"
"401774272","2025","2","regular","2025-09-04T23:00:00.000Z","true","Texas Lutheran","14","Trinity University TX","iii","26"
"401773165","2025","2","regular","2025-09-04T23:00:00.000Z","true","Indiana-Pennsylvania","9","Ashland","ii","13"
"401773382","2025","2","regular","2025-09-04T23:00:00.000Z","true","Southern Arkansas","49","Oklahoma Baptist","ii","14"
"401778004","2025","2","regular","2025-09-04T23:00:00.000Z","true","Buffalo State","0","Brockport","iii","41"
"401774062","2025","2","regular","2025-09-04T23:00:00.000Z","true","Lebanon Valley","21","Franklin & Marshall","iii","31"
"401777552","2025","2","regular","2025-09-04T23:05:00.000Z","true","East Stroudsburg University","31","Pace","ii","12"
"401773706","2025","2","regular","2025-09-04T23:30:00.000Z","true","Kutztown University","51","Assumption","ii","14"
"401774462","2025","2","regular","2025-09-05T00:00:00.000Z","true","Belhaven","50","Millsaps","iii","24"
"401766643","2025","2","regular","2025-09-05T00:00:00.000Z","true","Illinois College","28","Greenville","iii","9"
"401773258","2025","2","regular","2025-09-05T00:00:00.000Z","true","Howard Payne","21","Pacific (OR)","iii","13"
"401773044","2025","2","regular","2025-09-05T00:00:00.000Z","true","Cornell College (IA)","6","Coe College","iii","62"
"401773580","2025","2","regular","2025-09-05T00:00:00.000Z","true","West Texas A&M","31","Colorado School Of Mines","ii","33"
"401773352","2025","2","regular","2025-09-05T00:00:00.000Z","true","East Central (OK)","24","Ouachita Baptist","ii","22"
"401773613","2025","2","regular","2025-09-05T00:00:00.000Z","true","CSU Pueblo","35","Fort Hays State","ii","36"
"401783361","2025","2","regular","2025-09-05T22:00:00.000Z","true","Merchant Marine Academy","29","Montclair State","iii","15"
"401778000","2025","2","regular","2025-09-05T22:00:00.000Z","true","Curry College","35","Bridgewater State","iii","28"
"401777236","2025","2","regular","2025-09-05T22:00:00.000Z","true","Randolph-Macon","48","Dickinson (PA)","iii","34"
"401777027","2025","2","regular","2025-09-05T22:00:00.000Z","true","Thiel","8","Concordia-Wisconsin","iii","27"
"401778005","2025","2","regular","2025-09-05T22:00:00.000Z","true","Gallaudet","7","Albright","iii","9"
"401789174","2025","2","regular","2025-09-05T22:00:00.000Z","true","Franklin Pierce","13","Slippery Rock","ii","24"
"401777995","2025","2","regular","2025-09-05T23:00:00.000Z","true","Muhlenberg","38","Moravian","iii","19"
"401754528","2025","2","regular","2025-09-05T23:00:00.000Z","true","Louisville","28","James Madison","fbs","14"
"401774147","2025","2","regular","2025-09-05T23:00:00.000Z","true","St. Lawrence","19","Norwich","iii","3"
"401773295","2025","2","regular","2025-09-05T23:00:00.000Z","true","Alfred University","28","Hobart College","iii","23"
"401777731","2025","2","regular","2025-09-05T23:00:00.000Z","true","Catholic","10","McDaniel College","iii","7"
"401774081","2025","2","regular","2025-09-05T23:00:00.000Z","true","Gettysburg","30","Juniata College","iii","31"
"401777002","2025","2","regular","2025-09-05T23:00:00.000Z","true","Fitchburg State","49","Dean College","iii","14"
"401788913","2025","2","regular","2025-09-05T23:00:00.000Z","true","Mass Maritime","14","SUNY Maritime","iii","21"
"401752826","2025","2","regular","2025-09-05T23:30:00.000Z","true","Maryland","20","Northern Illinois","fbs","9"
"401783282","2025","2","regular","2025-09-05T23:30:00.000Z","true","Reading","17","Ursinus","iii","41"
"401752817","2025","2","regular","2025-09-05T23:30:00.000Z","true","Northwestern","42","Western Illinois","fcs","7"
"401760363","2025","2","regular","2025-09-06T01:00:00.000Z","true","Boise State","51","Eastern Washington","fcs","14"
"401773535","2025","2","regular","2025-09-06T04:00:00.000Z","true","Angelo State","41","Emporia State University","ii","20"
"401767658","2025","2","regular","2025-09-06T16:00:00.000Z","true","Lehigh","28","Sacred Heart","fcs","10"
"401754525","2025","2","regular","2025-09-06T16:00:00.000Z","true","SMU","45","Baylor","fbs","48"
"401776968","2025","2","regular","2025-09-06T16:00:00.000Z","true","Hartwick","56","Maine Maritime","iii","7"
"401757227","2025","2","regular","2025-09-06T16:00:00.000Z","true","Jacksonville State","34","Liberty","fbs","24"
"401777227","2025","2","regular","2025-09-06T16:00:00.000Z","true","Delaware Valley","9","Hampden-Sydney","iii","38"
"401767741","2025","2","regular","2025-09-06T16:00:00.000Z","true","Central Connecticut","34","American International","ii","7"
"401776993","2025","2","regular","2025-09-06T16:00:00.000Z","true","Endicott College","31","Misericordia","iii","21"
"401773276","2025","2","regular","2025-09-06T16:00:00.000Z","true","Eastern University","46","Anna Maria College","iii","7"
"401752811","2025","2","regular","2025-09-06T16:00:00.000Z","true","Penn State","34","Florida International","fbs","0"
"401767750","2025","2","regular","2025-09-06T16:00:00.000Z","true","Duquesne","55","Lincoln (PA)","ii","14"
"401774036","2025","2","regular","2025-09-06T16:00:00.000Z","true","FDU-Florham","0","St John Fisher University","iii","21"
"401752825","2025","2","regular","2025-09-06T16:00:00.000Z","true","Duke","19","Illinois","fbs","45"
"401774057","2025","2","regular","2025-09-06T16:00:00.000Z","true","Washington & Jefferson","31","Utica","iii","49"
