"Season","Week","SeasonType","StartDate","Completed","HomeTeam","HomePoints","AwayTeam","AwayPoints"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","UMass Dartmouth","25","Fitchburg State","24"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","Pacific Lutheran","42","Simpson University (Ca)","16"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","Idaho","20","Utah Tech","6"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","Eastern Oregon","16","Whitworth","10"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","Arkansas State","16","Iowa State","24"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","Willamette","0","Pacific (OR)","42"
"2025","3","regular","2025-09-13T20:00:00.000Z","true","Ohio Northern","33","Heidelberg","13"
"2025","3","regular","2025-09-13T20:15:00.000Z","true","Texas","27","UTEP","10"
"2025","3","regular","2025-09-13T20:30:00.000Z","true","Miami","49","South Florida","12"
"2025","3","regular","2025-09-13T20:30:00.000Z","true","Tennessee State","21","Alabama A&M","23"
"2025","3","regular","2025-09-13T21:00:00.000Z","true","Northern Iowa","17","Eastern Washington","14"
"2025","3","regular","2025-09-13T21:00:00.000Z","true","Alabama State","37","Miles College","9"
"2025","3","regular","2025-09-13T21:00:00.000Z","true","Pittsburg St","17","Grand Valley State University","14"
"2025","3","regular","2025-09-13T21:00:00.000Z","true","Nevada","13","Middle Tennessee","14"
"2025","3","regular","2025-09-13T21:00:00.000Z","true","Bowling Green","23","Liberty","13"
"2025","3","regular","2025-09-13T21:00:00.000Z","true","Minnesota Duluth","17","Minnesota State Mankato","14"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Slippery Rock","35","Shepherd","28"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Kennesaw State","27","Merrimack","13"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Lenoir-Rhyne","31","Emory & Henry College","28"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Florida International","38","Florida Atlantic","28"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Marshall","38","Eastern Kentucky","7"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Catawba","44","UVA Wise","34"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Arkansas-Pine Bluff","34","Lincoln (CA)","8"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Robert Morris","28","West Liberty","14"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Charlotte","42","Monmouth","35"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Utica","41","Rensselaer","14"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Franklin Pierce","30","Pace","6"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Allen","29","Lane College","21"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Saginaw Valley State","14","Northwood (MI)","38"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Maine","10","Stonehill","13"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Ferris State","41","Tiffin","34"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Westminster College (MO)","29","Eureka College","6"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Wingate","72","Bluefield State","7"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Averett","14","Southern Virginia","46"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Hiram College","58","Oberlin","21"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","South Carolina State","55","Bethune-Cookman","41"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","West Georgia","35","East Tennessee State","31"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","North Carolina Central","49","Fayetteville State","19"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Mississippi State","63","Alcorn State","0"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Bryant","42","Bentley","6"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","LYONCOLL","19","Little Rock","20"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Methodist","40","Guilford College","42"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Mercer","22","Wofford","21"
"2025","3","regular","2025-09-13T22:00:00.000Z","true","Chattanooga","63","Stetson","0"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Presbyterian","42","ERSKINE","14"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Benedictine University","20","Loras College","13"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","North Carolina A&T","33","Hampton","30"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Gardner-Webb","23","The Citadel","13"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","South Dakota State","37","Drake","21"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Trinity University TX","49","Belhaven","0"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Trine University","27","Rose-Hulman","10"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","East Texas Baptist University","28","Oklahoma Panhandle St","0"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Bethel (MN)","50","Northwestern (MN)","3"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","William Jewell","48","Kentucky Wesleyan","21"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Northern State","26","Wayne State (NE)","7"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Geneva","28","Shenandoah","29"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Texas Southern","7","Lamar","31"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","UAlbany","17","New Haven","24"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","UT Martin","10","Southern Illinois","37"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Florida A&M","33","Albany State GA","25"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Central Arkansas","10","Tarleton State","56"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Virginia Tech","26","Old Dominion","45"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","North Alabama","49","Northeastern State","21"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Western Illinois","51","Valparaiso","30"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","SE Louisiana","56","Mississippi Valley State","3"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Georgia State","37","Murray State","21"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Ole Miss","41","Arkansas","35"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Georgia Southern","41","Jacksonville State","34"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Grambling","37","Kentucky State","31"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Austin Peay","56","Morehead State","7"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","North Greenville","41","Wilson","28"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Missouri Western","27","Missouri S&T","10"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Rice","38","Prairie View A&M","17"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Dubuque","27","Wisconsin-Platteville","56"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","McNeese","41","Weber State","42"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Rhodes College","31","Austin","17"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Texas Lutheran","18","Howard Payne","28"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Arkansas-Monticello","13","East Central (OK)","38"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Newberry","49","Point University","0"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Centre College Kentucky","14","Depauw","35"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Southern Miss","38","App State","22"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Ohio State","37","Ohio","9"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Illinois","38","Western Michigan","0"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Millsaps","56","CENTENARY","14"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Marietta","47","Otterbein","31"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","West Florida","42","Shorter","20"
"2025","3","regular","2025-09-13T23:00:00.000Z","true","Hardin-Simmons","24","McMurry","19"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","LSU","20","Florida","10"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","Iowa","47","Massachusetts","7"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","Notre Dame","40","Texas A&M","41"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","Louisiana Tech","49","New Mexico State","14"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","Kentucky","48","Eastern Michigan","23"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","Coastal Carolina","0","East Carolina","38"
"2025","3","regular","2025-09-13T23:30:00.000Z","true","Lagrange College","0","Berry College","48"
"2025","3","regular","2025-09-13T23:45:00.000Z","true","South Carolina","7","Vanderbilt","31"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Eastern New Mexico","20","Angelo State","31"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Cal Poly","56","Western Oregon","7"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Southwestern University","51","Puget Sound","43"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","UT Rio Grande Valley","80","Langston University","0"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","TCU","42","Abilene Christian","21"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Western New Mexico","27","West Texas A&M","58"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Oklahoma Baptist","14","Henderson State","28"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Ouachita Baptist","41","Southeastern Oklahoma State","21"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Tulsa","23","Navy","42"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Wyoming","6","Utah","31"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Tulane","34","Duke","27"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Fort Hays State","26","Nebraska-Kearney","7"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Chadron St","31","Black Hills State","28"
"2025","3","regular","2025-09-14T00:00:00.000Z","true","Stephen F. Austin","63","Sul Ross State","0"
"2025","3","regular","2025-09-14T00:30:00.000Z","true","UAB","31","Akron","28"
"2025","3","regular","2025-09-14T00:30:00.000Z","true","Southern Utah","49","Northern Arizona","52"
"2025","3","regular","2025-09-14T01:00:00.000Z","true","Sacramento State","49","Mercyhurst","28"
"2025","3","regular","2025-09-14T01:45:00.000Z","true","Utah State","49","Air Force","30"
"2025","3","regular","2025-09-14T02:00:00.000Z","true","Fresno State","56","Southern","7"
"2025","3","regular","2025-09-14T02:30:00.000Z","true","California","27","Minnesota","14"
"2025","3","regular","2025-09-14T02:30:00.000Z","true","Arizona State","34","Texas State","15"
"2025","3","regular","2025-09-14T02:30:00.000Z","true","Stanford","30","Boston College","20"
"2025","3","regular","2025-09-14T03:59:00.000Z","true","Hawai'i","23","Portland State","3"
"2025","4","regular","2025-09-18T23:00:00.000Z","true","Benedict College","45","Tuskegee","24"
"2025","4","regular","2025-09-18T23:30:00.000Z","true","Charlotte","17","Rice","28"
"2025","4","regular","2025-09-19T22:00:00.000Z","true","Lafayette","38","Columbia","14"
"2025","4","regular","2025-09-19T22:00:00.000Z","true","Assumption","30","St. Anselm","8"
"2025","4","regular","2025-09-19T23:30:00.000Z","true","Oklahoma State","12","Tulsa","19"
"2025","4","regular","2025-09-20T00:00:00.000Z","true","Rutgers","28","Iowa","38"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Castleton","8","Biddeford","35"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Louisville","40","Bowling Green","17"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Ohio Dominican","20","Tiffin","14"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Dean College","6","Westfield State","48"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Howard Payne","18","Wayland Baptist","21"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Endicott College","41","SUNY Maritime","7"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","South Florida","63","South Carolina State","14"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Brown","46","Georgetown","0"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Yale","28","Holy Cross","10"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Morgan State","27","Central State (OH)","0"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Princeton","35","San Diego","42"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Memphis","32","Arkansas","31"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Miami (OH)","38","UNLV","41"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Mary Hardin-Baylor","6","Wisconsin-Whitewater","26"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Framingham State","14","UMass Dartmouth","10"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Bridgewater State","21","Plymouth State","42"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Kutztown University","46","Gannon","7"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Wilkes","18","Muhlenberg","26"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Pace","19","Post University","27"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Fitchburg State","48","New England College","0"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Albion","25","Rose-Hulman","17"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Albright","28","Delaware Valley","35"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Virginia Tech","38","Wofford","6"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","PennWest California","42","Lock Haven University","6"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Utah","10","Texas Tech","34"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Western New England","48","Worcester St","13"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Clemson","21","Syracuse","34"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Wisconsin","10","Maryland","27"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Shorter","57","Virginia University Of Lynchburg","20"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Northwood (MI)","10","Thomas More College","6"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","TCU","35","SMU","24"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","North Carolina Wesleyan","0","Sewanee","33"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Carnegie Mellon","17","Berry College","9"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Rensselaer","30","Brockport","24"
"2025","4","regular","2025-09-20T16:00:00.000Z","true","Army","38","North Texas","45"
"2025","4","regular","2025-09-20T16:30:00.000Z","true","Belhaven","0","Wisconsin-River Falls","65"
"2025","4","regular","2025-09-20T16:30:00.000Z","true","Olivet College","28","Bluffton","37"
"2025","4","regular","2025-09-20T16:45:00.000Z","true","Tennessee","56","UAB","24"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","St. Francis (PA)","10","Delaware State","39"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Dartmouth","27","New Hampshire","20"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Lincoln (PA)","21","Shaw","36"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Elizabeth City State","8","Fayetteville State","51"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Ashland","26","Hillsdale","9"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Mass Maritime","27","Anna Maria College","33"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Keystone","0","Southern Virginia","42"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Lagrange College","20","Centre College Kentucky","6"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Waynesburg","35","Hiram College","27"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Kings College (PA)","27","FDU-Florham","21"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Morehouse College","17","Kentucky State","35"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","New Haven","35","Saginaw Valley State","28"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Williams","38","Colby College","0"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Amherst","23","Hamilton","13"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Northern Michigan","16","Davenport","35"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Fairmont State","28","Wheeling","35"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Carson-Newman College","24","Lenoir-Rhyne","7"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Wisconsin-Platteville","28","Springfield","12"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Moravian","7","Ursinus","35"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Union (NY)","31","SUNY Morrisville","7"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Kentucky Wesleyan","7","Walsh","31"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Alma","23","Hanover College","24"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","St. Lawrence","13","Alfred University","35"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Hope College","31","Mount St. Joseph","28"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Lebanon Valley","24","Eastern University","21"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Widener","7","Misericordia","21"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Depauw","35","Kenyon","14"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Winston-Salem","33","Virginia St","34"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Hobart College","20","Utica","17"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Gallaudet","39","Averett","30"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Stetson","7","Harvard","59"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Central Michigan","49","Wagner","10"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Colgate","44","Fordham","21"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Monmouth","51","Villanova","33"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","University of Rochester (NY)","28","St John Fisher University","21"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Hampden-Sydney","42","Shenandoah","7"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","West Virginia Wesleyan","16","West Virginia State","45"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Reading","13","Stevenson","35"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","William Paterson","12","Salve Regina","24"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Lycoming","29","Dickinson (PA)","52"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Western Connecticut St","55","Gettysburg","21"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Susquehanna","22","Johns Hopkins University","40"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Franklin & Marshall","42","Catholic","7"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Mars Hill","21","Anderson (Sc)","14"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Clarion","51","Shepherd","38"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Minnesota State Moorhead","17","Wayne State (NE)","27"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Frostburg State","21","West Liberty","7"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Trinity (CT)","30","Bates","13"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Middlebury","31","Bowdoin","10"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Presbyterian","76","BLUEFIELD","3"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Husson","13","Worcester Polytechnic Institute","15"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Nebraska-Kearney","34","Emporia State University","20"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Illinois State","38","North Alabama","36"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","University Of Charleston (WV)","38","Concord University","24"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Stonehill","21","Pennsylvania","24"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Crown College","30","Minnesota Morris","20"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","Southern Connecticut State","10","American International","3"
"2025","4","regular","2025-09-20T17:00:00.000Z","true","John Carroll University","63","Oberlin","0"
"2025","4","regular","2025-09-20T17:15:00.000Z","true","Trine University","35","Franklin","27"
"2025","4","regular","2025-09-20T17:30:00.000Z","true","Capital","7","Baldwin Wallace","44"
"2025","4","regular","2025-09-20T17:30:00.000Z","true","Coast Guard","92","Nichols College","60"
"2025","4","regular","2025-09-20T17:30:00.000Z","true","Muskingum University","56","Wilmington (OH)","49"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Dubuque","34","Loras College","27"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Wooster","7","Wabash College","34"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Bridgewater (VA)","3","Randolph-Macon","27"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Greenville","0","LYONCOLL","0"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Aurora","35","Benedictine University","36"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Concordia University Chicago","28","St. Norbert","59"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","St. Scholastica","23","Augsburg","30"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","St. Olaf","17","Concordia Moorhead","16"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Huntingdon College (AL)","52","McMurry","46"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Carleton","51","Macalester","7"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Greeneville","13","Emory & Henry College","34"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Norwich","63","Maine Maritime","0"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Sioux Falls","17","Minnesota Duluth","34"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","West Chester","34","Seton Hill","16"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Indiana-Pennsylvania","70","Millersville","24"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Jamestown College","7","Minnesota State Mankato","36"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Luther","26","Central College","63"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Lake Erie","3","Findlay","33"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Simpson College (IA)","13","Wartburg","27"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Ripon","30","Grinnell","20"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Chicago","24","Illinois College","21"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Hendrix College","19","Millsaps","41"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Hardin-Simmons","52","Louisiana College","17"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Gustavus Adolphus","7","Bethel (MN)","41"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Hamline University","0","Saint John's (MN)","58"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Carroll University (WI)","29","Washington University (St. Louis)","41"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Richmond","38","VMI","14"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Illinois Wesleyan","42","Elmhurst","6"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Wisconsin-Lacrosse","31","Wayne State (MI)","22"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","The Citadel","0","Mercer","38"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Rockford","20","Eureka College","40"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Coe College","62","Nebraska Wesleyan","14"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","South Dakota","42","Drake","21"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","McDaniel College","24","Juniata College","7"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Lawrence University","0","Cornell College (IA)","20"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Winona State","35","Minot State","25"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Wisconsin-Eau Claire","42","Martin Luther","6"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Bloomsburg","34","Edinboro University","18"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Robert Morris","14","Dayton","17"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Bemidji State","14","Augustana University (SD)","42"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Fort Lewis","19","Black Hills State","25"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Colorado School Of Mines","28","Chadron St","34"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Lake Forest College","6","Monmouth (IL)","49"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Hilbert College","3","Ithaca College","65"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Wisconsin-Oshkosh","38","Roosevelt","21"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","Southwest Minnesota State","9","University of Mary","40"
"2025","4","regular","2025-09-20T18:00:00.000Z","true","North Central College","62","Carthage","0"
"2025","4","regular","2025-09-20T18:30:00.000Z","true","Western Carolina","50","Samford","35"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Bentley","21","Franklin Pierce","35"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Fort Valley State","16","Delta State","21"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Pacific Lutheran","8","Trinity University TX","45"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Hartwick","9","Cortland","59"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Montana State","17","Mercyhurst","0"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Bethune-Cookman","35","Edward Waters","9"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Whitworth","17","Redlands","34"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","La Verne","14","Willamette","29"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Miles College","19","Savannah St","45"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Ferris State","76","University of Rio Grande","0"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Adrian","57","Manchester","0"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Oregon","41","Oregon State","7"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","Montana","63","Indiana State","20"
"2025","4","regular","2025-09-20T19:00:00.000Z","true","New Mexico Highlands","48","South Dakota Mines","42"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Western Michigan","14","Toledo","13"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Ohio","52","Gardner-Webb","35"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","UConn","31","Ball State","25"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Northern State","31","Concordia University St Paul","10"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Florida State","66","Kent State","10"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Ole Miss","45","Tulane","10"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Nebraska","27","Michigan","30"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Eastern Michigan","34","Louisiana","31"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Notre Dame","56","Purdue","30"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Liberty","13","James Madison","31"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Buffalo","17","Troy","21"
"2025","4","regular","2025-09-20T19:30:00.000Z","true","Oklahoma","24","Auburn","17"
